year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,canonical_tag,canonical_reason
2014,jeep,grand,cherokee overland wk,wagon,automatic,diesel,180706,5.0,1C4RJFGM5EC523925,CTG25S,Unregistered,6.0,3.0,White,Black,Yes,Yes,Yes,No,Yes,nsw,https://www.grays.com/lot/0001-10352780/motor-vehicles-motor-cycles/2014-jeep-grand-cherokee-overland-wk-turbo-diesel-automatic-8-speed-wagon,"large dent on rear bumper bar, tailgate
engine idling rough
engine smoke visible
paint cracked rear bumper
other warning light on
seat torn drivers seat",unclassified,[out_of_scope]
2011,mercedes,benz,gl-class gl350 cdi x164,wagon,automatic,diesel,213938,7.0,WDC1648232A727267,DFH78M,Unregistered,6.0,3.0,Grey,Tan,Yes,Yes,Yes,Partial,Yes,nsw,https://www.grays.com/lot/0001-10352781/motor-vehicles-motor-cycles/2011-mercedes-benz-gl-class-gl350-cdi-x164-turbo-diesel-auto-7-seats-wagon,"paint fading roof
controls inoperable electric tailgate requires attention
engine noise observed. engine lacks power",unclassified,[out_of_scope]
2010,bmw,3,series 323i e90,sedan,automatic,petrol,217784,5.0,WBAPG76070NN19993,BWO91P,Unregistered,6.0,2.5,Black,Black,Yes,Yes,Yes,Partial,Yes,nsw,https://www.grays.com/lot/0001-10352782/motor-vehicles-motor-cycles/2010-bmw-3-series-323i-e90-automatic-sedan,"hail damage visible.
large dent on bonnet, driver side rear door
paint cracked rear bumper bar
paint fading roof
engine light on
engine noise observed.
medium scratch on various panels",unclassified,[out_of_scope]
2013,mercedes,benz,c-class c 250 be elegance w204,sedan,automatic,petrol,188081,5.0,WDD2040472A834470,No plates,Unregistered,4.0,1.8,Grey,Grey,Yes,Yes,Yes,Yes,Yes,nsw,https://www.grays.com/lot/0001-10352783/motor-vehicles-motor-cycles/2013-mercedes-benz-c-class-c-250-be-elegance-w204-automatic-sedan,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2010,volvo,xc70,d5,wagon,automatic,diesel,221567,5.0,YV1BZ7056B1102184,ECT74H,26-04-2026,5.0,2.4,Black,Black,Yes,Yes,Yes,Partial,Yes,nsw,https://www.grays.com/lot/0001-10352784/motor-vehicles-motor-cycles/2010-volvo-xc70-d5-turbo-diesel-automatic-wagon,"front cracked bumper.
medium scratch on passenger side rear quarter panel
transmission requires attention strongly recommend inspection by qualified third party
damaged lhr tail light
exterior: small dents visible with chips in paintwork",unclassified,[out_of_scope]
2014,mercedes,benz,cla class cla250 sport awd c117,coupe,automatic,petrol,164719,5.0,WDD1173462N147816,FFY12K,Unregistered,4.0,2.0,Black,Black,Yes,No,No,No,Yes,nsw,https://www.grays.com/lot/0001-10352785/motor-vehicles-motor-cycles/2014-mercedes-benz-cla-class-cla250-sport-awd-c117-automatic-coupe,"medium dent on driver side rear quarter panel
paint peeling front bumper bar
paint cracked rear bumper bar with reverse sensor damage
paint peeling roof
engine light on
other warning light on
seat torn drivers seat",unclassified,[out_of_scope]
2009,nissan,elgrand,,people mover,automatic,petrol,116483,8.0,6U900000E51300162,No plates,Unregistered,6,3.5,Silver,Grey,Yes,No,No,Yes,Yes,nsw,https://www.grays.com/lot/0001-10352787/motor-vehicles-motor-cycles/2009-nissan-elgrand-automatic-8-seats-people-mover,"engine noise observed.
front seat worn drivers seat
paint fading guard mirror
large scratch on passenger sliding door, rear bar and front bar
medium dent on tailgate
damaged drivers tail light
door mirror broken drivers mirror cracked and loose
hail damage visible.
transmission requires attention strongly recommend inspection by qualified third party",unclassified,[out_of_scope]
2006,toyota,rav,4 cruiser l aca33r,wagon,automatic,petrol,177550,5.0,JTMBD31V705063172,BBB76B,Unregistered,4,2.4,Silver,Black,Yes,Yes,Yes,Partial,Yes,nsw,https://www.grays.com/lot/0001-10352788/motor-vehicles-motor-cycles/2006-toyota-rav-4-cruiser-l-aca33r-automatic-wagon,"large scratch on front bar, both mirrors, pseenger doors, quarter panel and rear bar
large dent on passenger rear door
medium dent on passenger quarter panel
body/panel damage front end and drivers guard
steering requires attention.
seat torn driver side.
panel secured with tape.",unclassified,[out_of_scope]
2016,skoda,octavia,rs 162tsi ne,sedan,automatic,petrol,172650,5.0,TMBBE9NE5G0234602,YGF28Y,Unregistered,4,2.0,Grey,Black,Yes,Yes,Yes,No,Yes,nsw,https://www.grays.com/lot/0001-10352791/motor-vehicles-motor-cycles/2016-skoda-octavia-rs-162tsi-ne-automatic-sedan,"hail damage visible.
corrosion visible spot on roof
other warning light on",unclassified,[out_of_scope]
2013,audi,a3,,hatchback,automatic,petrol,98205,5.0,WAUZZZ8V5DA040802,No plates,Unregistered,4.0,1.4,Black,Black,Yes,No,No,Partial,Yes,nsw,https://www.grays.com/lot/0001-10500710/motor-vehicles-motor-cycles/2013-audi-a3-automatic-hatchback,"transmission requires attention strongly recommend inspection by qualified third party
medium dent on drivers door
engine light on",unclassified,[out_of_scope]
2020,land,rover,defender 110 p400 s,wagon,automatic,petrol,71265,5.0,SALEA7AU2M2038975,FVD26C,Unregistered,6.0,3.0,Grey,Black,Yes,Yes,No,No,Yes,nsw,https://www.grays.com/lot/0001-10601299/motor-vehicles-motor-cycles/2020-land-rover-defender-110-p400-s-automatic-8-speed-wagon,"suspension requires attention
other warning light on
large scratch on passenger side front guard and rhr guard",unclassified,[out_of_scope]
2006,mercedes,benz,ml320cdi w164 wovr-inspected,wagon,automatic,diesel,186596,5.0,WDC1641222A145665,2AQ9GA,23-05-2026,6.0,3.0,Silver,Black Leather,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21062933/motor-vehicles-motor-cycles/2006-mercedes-benz-ml320cdi-w164-turbo-diesel-wovr-inspected,"dents or marks on body consistent with age and kilometres.
medium scratch on various panels",unclassified,[out_of_scope]
2006,toyota,rav,4 cruiser aca33r,wagon,automatic,petrol,200828,5.0,JTMBD31V205016048,UBI886,28-02-2026,4.0,2.4,Blue,Black,Yes,Yes,No,Partial,Yes,vic,https://www.grays.com/lot/0001-21063094/motor-vehicles-motor-cycles/2006-toyota-rav-4-cruiser-aca33r-automatic-wagon,"dents or marks on body consistent with age and kilometres.
body/panel damage front, rear and rear right wheel arch of vehicle
paint fading wheel cover and bonnet
corrosion visible on vehicle. cracked rear bumper.",unclassified,[out_of_scope]
2014,mini,cooper,f56 wovr-repairable,hatchback,automatic,petrol,40270,4.0,WMWXM52010T929901,No plates,Unregistered,3.0,1.5,Cream,Black,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063106/motor-vehicles-motor-cycles/2014-mini-cooper-f56-automatic-wovr-repairable,"engine noise observed.
engine idling rough
other warning light on
dents or marks on body consistent with age and kilometres.
door handle not working or broken.
engine light on
front seat worn and back seat worn",unclassified,[out_of_scope]
2013,renault,megane,coupe-cab dynamique,convertible,cvt,petrol,190239,4.0,VF1EZ1P0TD0677527,1AN3KG,27-02-2026,4,2.0,White,Black,Yes,No,Yes,Yes,Yes,vic,https://www.grays.com/lot/0001-21063114/motor-vehicles-motor-cycles/2013-renault-megane-coupe-cab-dynamique-cvt-convertible,"dents or marks on body consistent with age and kilometres.
medium scratch on around vehicle
windscreen chipped or cracked.",unclassified,[out_of_scope]
2010,toyota,corolla,ascent zre152r,hatchback,manual,petrol,270921,5.0,JTNKU58E601125049,1SQ9AT,22-01-2026,4.0,1.8,White,Black,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063126/motor-vehicles-motor-cycles/2010-toyota-corolla-ascent-zre152r-manual-hatchback,"dents or marks on body consistent with age and kilometres.
seat torn passenger seat
corrosion visible around vehicle
large scuff on around vehicle",unclassified,[out_of_scope]
2004,toyota,echo,ncp12r,sedan,automatic,petrol,173835,5.0,JTDBT133300351254,SYJ994,16-07-2026,4.0,1.5,Silver,Grey,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063127/motor-vehicles-motor-cycles/2004-toyota-echo-ncp12r-automatic-sedan,"medium scuff on front bumper
dents or marks on body consistent with age and kilometres.
medium scratch on around exterior
paint cracked rear bumper
paint fading around exterior",unclassified,[out_of_scope]
2011,toyota,corolla,ascent zre152r,hatchback,automatic,petrol,257738,5.0,JTNKU56E101163260,YOF042,11-08-2026,4.0,1.8,Blue,Black,Yes,No,Yes,No,Yes,vic,https://www.grays.com/lot/0001-21063129/motor-vehicles-motor-cycles/2011-toyota-corolla-ascent-zre152r-automatic-hatchback,"engine noise observed.
front seat torn both
back seat stains and torn.
carpet worn in places.
large scratch on around vehicle
large dent on around vehicle
dents or marks on body consistent with age and kilometres.
paint fading around vehicle
large scuff on around vehicle",unclassified,[disallowed_variant]
2004,toyota,camry,altise acv36r,sedan,automatic,petrol,356797,5.0,6T153BK360X051431,SWL982,01-10-2026,4.0,2.4,Grey,Grey,Yes,Yes,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063130/motor-vehicles-motor-cycles/2004-toyota-camry-altise-acv36r-automatic-sedan,"dents or marks on body consistent with age and kilometres.
body/panel damage front bumper
paint fading boot
paint fading door frams",unclassified,[disallowed_variant]
2015,bmw,x5,xdrive 30d f15 wovr-repairable,wagon,automatic,diesel,114485,7.0,WBAKS420500J56992,No plates,Unregistered,6.0,3.0,White,Black Leather,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063145/motor-vehicles-motor-cycles/2015-bmw-x5-xdrive-30d-f15-turbo-diesel-automatic-wovr-repairable,"medium scuff on around vehicle
windscreen chipped or cracked.",unclassified,[out_of_scope]
2015,ford,ranger,xl 4x2 hi-rider px dual cab,cab chassis,automatic,diesel,313308,5.0,MNAUMFF80FW412501,1MM1VW,10-03-2026,4.0,2.2,White,Grey,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063156/motor-vehicles-motor-cycles/2015-ford-ranger-xl-4x2-hi-rider-px-turbo-diesel-automatic-dual-cab,"dents or marks on body consistent with age and kilometres.
front bumper cracked
windscreen chipped.",unclassified,[out_of_scope]
2008,mercedes,benz,c63 amg w204,sedan,automatic,petrol,197797,5.0,WDD2040772F283539,No plates,Unregistered,8.0,6.2,Black,Cream Leather,Yes,No,No,No,Yes,vic,https://www.grays.com/lot/0001-21063161/motor-vehicles-motor-cycles/2008-mercedes-benz-c63-amg-w204-automatic-sedan,"dents or marks on body consistent with age and kilometres.
body/panel damage front bumper
engine light on",unclassified,[out_of_scope]
2019,mitsubishi,triton,4x4 glx adas mr t d dual cab,cab chassis,automatic,diesel,53351,5.0,MMAJLKL10LH005027,1QH3YN,30-06-2026,4.0,2.4,White,Grey,Yes,No,Yes,Partial,Yes,vic,https://www.grays.com/lot/0001-21063184/motor-vehicles-motor-cycles/2019-mitsubishi-triton-4x4-glx-adas-mr-t-d-auto-dual-cab-ex-gov,"medium scratch on front bumper
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
