year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,canonical_tag,canonical_reason
2013,jeep,grand,cherokee srt-8 wk (wovr-repairable),wagon,automatic,petrol,248956,5.0,1C4RJFHJ5EC224441,Unlicensed,Unregistered,8,6.4,White,Black,Yes,No,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067118/motor-vehicles-motor-cycles/2013-jeep-grand-cherokee-srt-8-wk-auto-wagon-wovr-repairable,"door mirror broken passenger
paint peeling front bumper, grille, driver door
large dent on along driver side
windscreen chipped or cracked.",unclassified,[out_of_scope]
2007,volkswagen,passat,2.0 tfsi 3c,sedan,automatic,petrol,197197,5.0,WVWZZZ3CZ7P145833,1DYC299,12/03/2026,4,2.0,Silver,Black Leather,Yes,Yes,No,Partial,Yes,wa,https://www.grays.com/lot/0001-9067126/motor-vehicles-motor-cycles/2007-volkswagen-passat-2-0-tfsi-3c-automatic-sedan,"hood lining sagging
engine idling rough
paint peeling bonnet",unclassified,[out_of_scope]
2013,nissan,juke,ti-s f15,wagon,cvt,petrol,176327,5.0,SJNFANF15A6461655,1HIM826,03/03/2026,4,1.6,Silver,Black Leather,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067127/motor-vehicles-motor-cycles/2013-nissan-juke-ti-s-f15-cvt-wagon,"seat torn driver
large dent on passenger rear door
medium scratch on various panels
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2012,jeep,compass,sport,wagon,manual,petrol,157972,5.0,1C4NJCFA1DD188918,1IOW693,27-03-2026,4,2.0,White,Grey,Yes,No,Yes,No,Yes,wa,https://www.grays.com/lot/0001-9067128/motor-vehicles-motor-cycles/2012-jeep-compass-sport-manual-wagon,paint cracked front bumper,unclassified,[out_of_scope]
2013,nissan,pathfinder,ti r52,wagon,cvt,petrol,273360,7.0,5N1AR2MM6EC634076,1EPA313,30/03/2026,6,3.5,Silver,Black Leather,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067129/motor-vehicles-motor-cycles/2013-nissan-pathfinder-ti-r52-cvt-7-seats-wagon,"seat torn driver
medium dent on various panels
paint fading passenger doors
dents or marks on body consistent with age and kilometres.
medium scratch on various panels",unclassified,[out_of_scope]
2013,jaguar,xj,3.0d prem lux swb,sedan,automatic,diesel,173496,5.0,SAJAC122XDNV50882,1ISJ484,Unregistered,6,3.0,Dark Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9067130/motor-vehicles-motor-cycles/2013-jaguar-xj-3-0d-prem-lux-swb-turbo-diesel-automatic-8-speed-sedan,dents or marks on body consistent with age and kilometres.,unclassified,[out_of_scope]
2016,toyota,kluger,4x4 gx gsu55r,wagon,automatic,petrol,227173,7.0,5TDBK3FH90S337815,1GDW972,20-03-2026,6,3.5,White,Charcoal,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067136/motor-vehicles-motor-cycles/2016-toyota-kluger-4x4-gx-gsu55r-automatic-7-seats-wagon,"flat battery. jump start or towing required
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2015,mitsubishi,asx,ls 2wd xb (wovr-inspected),wagon,cvt,petrol,201062,5.0,JMFXTGA2WFZC06212,1HXS645,13-03-2026,4,2.0,White,Charcoal,Yes,No,No,No,Yes,wa,https://www.grays.com/lot/0001-9067137/motor-vehicles-motor-cycles/2015-mitsubishi-asx-ls-2wd-xb-cvt-wagon-wovr-inspected,"door mirror broken drivers side
dents or marks on body consistent with age and kilometres.
paint fading on various panels",unclassified,[out_of_scope]
2003,bmw,z4,2.5i e85,convertible,automatic,petrol,132056,2.0,WBABT32050LS22995,1INH285,19-04-2026,6,2.5,Black,Red Leather,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067138/motor-vehicles-motor-cycles/2003-bmw-z4-2-5i-e85-automatic-convertible,"dents or marks on body consistent with age and kilometres.
radio missing",unclassified,[out_of_scope]
2015,bmw,x3,xdrive 20i f25,wagon,automatic,petrol,118123,5.0,WBAWX320500N50859,1EXT101,27-07-2026,4,2.0,White,Black Leather,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067139/motor-vehicles-motor-cycles/2015-bmw-x3-xdrive-20i-f25-automatic-8-speed-wagon,"dents or marks on body consistent with age and kilometres.
medium scuff on front bumper
front seat worn drivers
paint cracked bumper",unclassified,[out_of_scope]
2014,mitsubishi,lancer,es cj,sedan,manual,petrol,148337,5.0,JMFSNCY4AFU000879,1EQL549,03-02-2027,4,2.0,Blue,Charcoal,Yes,No,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9067140/motor-vehicles-motor-cycles/2014-mitsubishi-lancer-es-cj-manual-sedan,"dents or marks on body consistent with age and kilometres.
medium scratch on front left quater panel
door card worn.
front seat worn drivers",unclassified,[out_of_scope]
2014,volkswagen,touareg,150tdi 7p,wagon,automatic,diesel,143702,5.0,WVGZZZ7PZFD001871,1IXD688,12-07-2026,6,3.0,White,Black Leather,Yes,No,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067141/motor-vehicles-motor-cycles/2014-volkswagen-touareg-150tdi-7p-turbo-diesel-automatic-8-speed-wagon,dents or marks on body consistent with age and kilometres.,unclassified,[out_of_scope]
2017,holden,astra,r bk,hatchback,automatic,petrol,69485,5.0,W0LBF6EC2HG153218,1GLJ601,25-06-2026,4,1.4,Red,Charcoal,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067142/motor-vehicles-motor-cycles/2017-holden-astra-r-bk-automatic-hatchback,"medium scratch on various panels
paint peeling on various panels
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2016,bmw,x1,xdrive25i f48,wagon,automatic,petrol,146130,5.0,WBAHT120405C25943,1IWB091,12-05-2026,4,2.0,White,Cream Leather,Yes,Yes,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9067143/motor-vehicles-motor-cycles/2016-bmw-x1-xdrive25i-f48-automatic-8-speed-wagon,"dents or marks on body consistent with age and kilometres.
front seat worn drivers",unclassified,[out_of_scope]
2012,bmw,x5,xdrive 40d sport e70 lci,wagon,automatic,diesel,173528,5.0,WBAZW620500A91658,1EGO326,19-03-2026,6,3.0,Grey,Black Leather,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067144/motor-vehicles-motor-cycles/2012-bmw-x5-xdrive-40d-sport-e70-lci-turbo-diesel-automatic-8-speed-wagon,"dents or marks on body consistent with age and kilometres.
front seat worn driver side
medium scratch on various panels
paint fading on various panels",unclassified,[out_of_scope]
2002,mercedes,benz,ml270cdi w163,wagon,automatic,diesel,287037,7.0,WDC1631132A392815,1CMR415,09-07-2026,5,2.7,Silver,Black Leather,Yes,Yes,No,Partial,Yes,wa,https://www.grays.com/lot/0001-9067145/motor-vehicles-motor-cycles/2002-mercedes-benz-ml270cdi-w163-turbo-diesel-automatic-7-seats-wagon,"medium scratch on various panels
front and rear cracked bumper.
paint peeling various panels
other warning light on
front seat worn both front seats
door card worn.
engine oil leak
seat torn drivers seat
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2006,chrysler,pt,cruiser special edition,hatchback,automatic,petrol,77443,5.0,1A8F4B8B07T552521,B1013,01-07-2026,4,2.4,Blue,Grey,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067159/motor-vehicles-motor-cycles/2006-chrysler-pt-cruiser-special-edition-automatic-hatchback,"paint peeling both bumpers
damaged left headlight
paint cracked rear bumper bar
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2010,suzuki,kizashi,xl fr,sedan,cvt,petrol,239364,5.0,JSAFRE91S00110758,1IVT649,08-04-2026,4,2.4,Black,Charcoal,Yes,No,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067161/motor-vehicles-motor-cycles/2010-suzuki-kizashi-xl-fr-cvt-sedan,"dents or marks on body consistent with age and kilometres.
paint fading lightly various panels
medium scratch on various panels",unclassified,[out_of_scope]
2018,mitsubishi,outlander,ls awd zl,wagon,cvt,petrol,144927,7.0,JMFXTGF8WKZ004540,1HLP477,01-05-2026,4,2.4,White,Black,Yes,Yes,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9067163/motor-vehicles-motor-cycles/2018-mitsubishi-outlander-ls-awd-zl-cvt-7-seats-wagon,"large scuff on various along passenger side
large dent on passenger rear quarter and door
dents or marks on body consistent with age and kilometres.
medium scratch on various panels",unclassified,[out_of_scope]
2005,holden,cruze,yg,wagon,automatic,petrol,157722,5.0,JSAGHY81S00124237,1CET822,13-03-2026,4,1.5,Yellow,Charcoal,Yes,No,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067164/motor-vehicles-motor-cycles/2005-holden-cruze-yg-automatic-wagon,"dents or marks on body consistent with age and kilometres.
paint fading various panels
medium scratch on various panels",unclassified,[out_of_scope]
2012,bmw,x3,xdrive 20d f25,wagon,automatic,diesel,143994,5.0,WBAWY32070L684915,1GRB878,15-04-2026,4,2.0,Light Blue,Cream Leather,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067165/motor-vehicles-motor-cycles/2012-bmw-x3-xdrive-20d-f25-turbo-diesel-automatic-8-speed-wagon,"dents or marks on body consistent with age and kilometres.
medium scuff on front and rear bumper",unclassified,[out_of_scope]
2012,ford,focus,ambiente lw ii,hatchback,manual,petrol,96217,5.0,MPB1XXMXB1CE07096,1DZY542,16-03-2026,4,1.6,Blue,Charcoal,Yes,No,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067166/motor-vehicles-motor-cycles/2012-ford-focus-ambiente-lw-ii-manual-hatchback,"dents or marks on body consistent with age and kilometres.
paint fading rear bumper
engine noise observed.",unclassified,[out_of_scope]
2010,mazda,3,neo bl,sedan,automatic,petrol,242338,5.0,JM0BL10F100184541,1EUW645,Unregistered,4,2.0,Dark Grey,Grey,Yes,Yes,No,Yes,Yes,wa,https://www.grays.com/lot/0001-9067167/motor-vehicles-motor-cycles/2010-mazda-3-neo-bl-automatic-sedan,"abs light on
traction control light on
paint fading various panels
medium scuff on rear left quarter
front seat marks drivers",unclassified,[out_of_scope]
2013,bmw,x3,xdrive 20d f25,wagon,automatic,diesel,149699,5.0,WBAWY320000H06550,1ENX887,11-03-2026,4,2.0,Champagne,Black Leather,Yes,No,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067168/motor-vehicles-motor-cycles/2013-bmw-x3-xdrive-20d-f25-turbo-diesel-automatic-8-speed-wagon,"dents or marks on body consistent with age and kilometres.
medium scratch on various panels",unclassified,[out_of_scope]
2008,mitsubishi,outlander,vrx zg,wagon,automatic,petrol,258108,7.0,JMFXLCW6W8Z001993,Unlicensed,Unregistered,6,3.0,White,Black Leather,Yes,No,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067169/motor-vehicles-motor-cycles/2008-mitsubishi-outlander-vrx-zg-automatic-7-seats-wagon,"dents or marks on body consistent with age and kilometres.
engine light on
medium scratch on various panels
front seat worn drivers seat",unclassified,[out_of_scope]
2012,honda,accord,euro luxury 8th gen,sedan,automatic,petrol,153151,5.0,JHMCU2680CC208255,1IWO346,30-05-2026,4,2.4,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9067170/motor-vehicles-motor-cycles/2012-honda-accord-euro-luxury-8th-gen-automatic-sedan,"dents or marks on body consistent with age and kilometres.
seat torn both front seats
paint fading roof",unclassified,[out_of_scope]
2014,bmw,x3,xdrive 20d f25,wagon,automatic,diesel,175465,5.0,WBAWY320500H08679,1ENP945,20-07-2026,4,2.0,Red,Black Leather,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067171/motor-vehicles-motor-cycles/2014-bmw-x3-xdrive-20d-f25-turbo-diesel-automatic-8-speed-wagon,"dents or marks on body consistent with age and kilometres.
medium scratch on front right quater panel
other warning light on",unclassified,[out_of_scope]
2015,bmw,x3,xdrive 30d f25,wagon,automatic,diesel,224640,5.0,WBAWY520200R03938,1EWG790,22-09-2026,6,3.0,Black,Black Leather,Yes,Yes,No,Yes,Yes,wa,https://www.grays.com/lot/0001-9067175/motor-vehicles-motor-cycles/2015-bmw-x3-xdrive-30d-f25-turbo-diesel-automatic-8-speed-wagon,"large scuff on driver door
medium dent on driver rear door
windscreen chipped or cracked.
other warning light on",unclassified,[out_of_scope]
2006,hyundai,getz,sx tb,hatchback,automatic,petrol,238977,5.0,KMHBT51BR7U636635,1HKK271,14-03-2026,4,1.6,White,Charcoal,Yes,No,No,No,Yes,wa,https://www.grays.com/lot/0001-9067176/motor-vehicles-motor-cycles/2006-hyundai-getz-sx-tb-automatic-hatchback,"dents or marks on body consistent with age and kilometres.
medium dent on various panels
paint fading various panels
front bumper cracked bumper.",unclassified,[out_of_scope]
2012,toyota,camry,hybrid h avv50r,sedan,cvt,hybrid,342822,5.0,6T1BD3FK90X126193,1EGK104,Unregistered,4,2.5,Red,Black,Yes,No,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067177/motor-vehicles-motor-cycles/2012-toyota-camry-hybrid-h-avv50r-cvt-sedan,"other warning light on
engine light on
dents or marks on body consistent with age and kilometres.
front seat worn both
door card worn.
medium scratch on front bumper
medium scuff on rear bumper
paint fading various panels",unclassified,[disallowed_variant]
2013,holden,cruze,sri jh (wovr-inspected),hatchback,automatic,petrol,181811,5.0,6G1PE6ENXEL924244,Unlicensed - Plates to be removed,Unregistered,4,1.6,Black,Black Leather,Yes,No,No,No,Yes,wa,https://www.grays.com/lot/0001-9067178/motor-vehicles-motor-cycles/2013-holden-cruze-sri-jh-automatic-hatchback-wovr-inspected,"dents or marks on body consistent with age and kilometres.
paint fading various panels
medium dent on various panels
medium scratch on various panels
engine light on
engine smoke visible
front seat worn drivers",unclassified,[out_of_scope]
2011,ford,ranger,xl 4x4 pk,dual cab,automatic,diesel,249627,5.0,MNAUSFE90BW939900,1DQR752,04-04-2026,4,3.0,White,Charcoal,Yes,No,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067179/motor-vehicles-motor-cycles/2011-ford-ranger-xl-4x4-pk-turbo-diesel-automatic-dual-cab,"dents or marks on body consistent with age and kilometres.
corrosion visible various locations
door mirror broken drivers side
damaged both rear lights",unclassified,[out_of_scope]
2018,volvo,xc60,d4 momentum,wagon,automatic,diesel,144973,5.0,YV1UZA8ACJ1104327,1FCT594,15-02-2026,4,2.0,Grey,Black Leather,Yes,No,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067184/motor-vehicles-motor-cycles/2018-volvo-xc60-d4-momentum-turbo-diesel-automatic-8-speed-wagon,"dents or marks on body consistent with age and kilometres.
other warning light on",unclassified,[out_of_scope]
2014,nissan,pulsar,st c12,hatchback,cvt,petrol,109499,5.0,MNTFAAC12A0006108,1EOJ922,24/08/2026,4,1.8,Navy Blue,Charcoal,Yes,Yes,No,No,Yes,wa,https://www.grays.com/lot/0001-9067185/motor-vehicles-motor-cycles/2014-nissan-pulsar-st-c12-cvt-hatchback,"dents or marks on body consistent with age and kilometres.
door card worn.
large scuff on drivers side
large scratch on drivers side
medium dent on rear bumper",unclassified,[out_of_scope]
2013,ford,focus,trend lw ii,sedan,automatic,petrol,116029,5.0,MPB2XXMXB2DE55249,1ELZ334,16-01-2027,4,2.0,Dark Grey,Charcoal,Yes,Yes,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9067187/motor-vehicles-motor-cycles/2013-ford-focus-trend-lw-ii-automatic-sedan,"dents or marks on body consistent with age and kilometres.
engine light on
medium scuff on front bumper",unclassified,[out_of_scope]
1991,toyota,cressida,glx mx83,sedan,automatic,petrol,204732,5.0,JT753MX8300080666,Unlicensed,Unregistered,6,2.5,Light Blue,Blue,Yes,No,No,Partial,Yes,wa,https://www.grays.com/lot/0001-9067189/motor-vehicles-motor-cycles/1991-toyota-cressida-glx-mx83-automatic-sedan,please refer to the photos or arrange inspection to view the condition of this vehicle.,unclassified,[out_of_scope]
2019,subaru,forester,2.5i-l s5,wagon,cvt,petrol,422087,5.0,JF2SK9KL5KG018999,1IHY412,11-06-2026,4,2.5,White,Charcoal,Yes,Yes,Yes,Yes,Yes,wa,https://www.grays.com/lot/0001-9067190/motor-vehicles-motor-cycles/2019-subaru-forester-2-5i-l-s5-cvt-wagon,dents or marks on body consistent with age and kilometres.,unclassified,[out_of_scope]
2015,volkswagen,polo,81tsi comfortline 6r,hatchback,automatic,petrol,179963,5.0,WVWZZZ6RZFU063613,1IMU874,18-05-2026,4,1.2,White,Charcoal,Yes,No,No,No,Yes,wa,https://www.grays.com/lot/0001-9067191/motor-vehicles-motor-cycles/2015-volkswagen-polo-81tsi-comfortline-6r-automatic-hatchback,dents or marks on body consistent with age and kilometres.,unclassified,[out_of_scope]
2009,mitsubishi,lancer,vr sportback cj,hatchback,cvt,petrol,210636,5.0,JMFLTCX4A9U002254,1EML443,24-03-2026,4,2.0,Blue,Charcoal,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067192/motor-vehicles-motor-cycles/2009-mitsubishi-lancer-vr-sportback-cj-cvt-hatchback,"dents or marks on body consistent with age and kilometres.
paint peeling various panels
engine light on
abs light on
medium scuff on rear right quater",unclassified,[out_of_scope]
2010,holden,caprice,wm ii,sedan,automatic,petrol,214439,5.0,6G1MY5EV2BL518815,1IUU267,31/03/2026,6,3.6,White,Black Leather,Yes,No,No,No,Yes,wa,https://www.grays.com/lot/0001-9067193/motor-vehicles-motor-cycles/2010-holden-caprice-wm-ii-automatic-sedan,"dents or marks on body consistent with age and kilometres.
seat torn front passenger seat
front seat worn drivers seat",unclassified,[out_of_scope]
2015,mercedes,benz,gl350 bluetec x166,wagon,automatic,diesel,304966,7.0,WDC1668242A607763,No plates,Unregistered,6,3.0,White,Black Leather,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067194/motor-vehicles-motor-cycles/2015-mercedes-benz-gl350-bluetec-x166-turbo-diesel-automatic-7-seats-wagon,"paint peeling rear bumper
medium scuff on front bumper
front seat worn driver side
dents or marks on body consistent with age and kilometres.
medium scratch on various panels",unclassified,[out_of_scope]
2007,kia,rio,ex jb,sedan,automatic,petrol,255691,5.0,KNADE223376281547,1CTY176,08-04-2026,4,1.6,Silver,Charcoal,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067196/motor-vehicles-motor-cycles/2007-kia-rio-ex-jb-automatic-sedan,"dents or marks on body consistent with age and kilometres.
paint fading roof
medium scratch on various panels",unclassified,[out_of_scope]
2004,mercedes,benz,e240 classic w211,sedan,automatic,petrol,267461,5.0,WDB2110612A616248,1DBU620,16-04-2026,6,2.6,White,Tan Leather,Yes,No,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067197/motor-vehicles-motor-cycles/2004-mercedes-benz-e240-classic-w211-automatic-sedan,"seat torn both front
door card worn.
other warning light on
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2010,mazda,cx-9,luxury,wagon,automatic,petrol,227193,7.0,JM0TB10A3A0206201,1DSQ602,21-03-2026,6,3.7,Silver,Black Leather,Yes,No,No,No,Yes,wa,https://www.grays.com/lot/0001-9067199/motor-vehicles-motor-cycles/2010-mazda-cx-9-luxury-automatic-7-seats-wagon,"dents or marks on body consistent with age and kilometres.
medium scuff on various panels
engine noise observed.
front seat worn drivers
paint fading various panels",unclassified,[out_of_scope]
2008,mazda,cx-9,luxury,wagon,automatic,petrol,154835,7.0,JM0TB10A190112747,1CYM939,15-03-2026,6,3.7,Purple,Cream Leather,Yes,No,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067200/motor-vehicles-motor-cycles/2008-mazda-cx-9-luxury-automatic-7-seats-wagon,"paint fading various panels
large scuff on passenger rear door
dents or marks on body consistent with age and kilometres.
front seat worn drivers",unclassified,[out_of_scope]
2014,bmw,320d,320d f30,sedan,automatic,diesel,160690,5.0,WBA3D36000NS45794,1GSU315,05-02-2027,4,2.0,White,Black Leather,Yes,No,No,Partial,Yes,wa,https://www.grays.com/lot/0001-9067202/motor-vehicles-motor-cycles/2014-bmw-320d-320d-f30-turbo-diesel-automatic-8-speed-sedan,"dents or marks on body consistent with age and kilometres.
front seat worn drivers
medium scuff on front bumper",unclassified,[out_of_scope]
2003,holden,commodore,25th anniversary vy ii,sedan,automatic,petrol,316215,5.0,6G1YK52A54L194346,1BOP716,17-03-2026,6,3.8,White,Grey,Yes,No,No,No,Yes,wa,https://www.grays.com/lot/0001-9067203/motor-vehicles-motor-cycles/2003-holden-commodore-25th-anniversary-vy-ii-automatic-sedan,"airbag light on
seat torn driver
door card damaged.
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2009,volkswagen,passat,125tdi 3c,wagon,automatic,diesel,76138,5.0,WVWZZZ3CZAE062428,1DVR122,16-05-2026,4,2.0,Silver,Black Leather,Yes,No,No,Partial,Yes,wa,https://www.grays.com/lot/0001-9067204/motor-vehicles-motor-cycles/2009-volkswagen-passat-125tdi-3c-turbo-diesel-automatic-wagon,"airbag light on
hood lining sagging
large scuff on front bumper
large dent on passenger a pillar",unclassified,[out_of_scope]
2013,holden,barina,tm,sedan,manual,petrol,171051,5.0,KL3TF69E9DB143451,1EHG178,29-04-2026,4,1.6,White,Grey,Yes,No,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067205/motor-vehicles-motor-cycles/2013-holden-barina-tm-manual-sedan,"paint peeling bonnet
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2015,nissan,pulsar,st c12,hatchback,cvt,petrol,125124,5.0,MNTFAAC12A0010184,1EYK738,27-07-2026,4,1.8,Red,Charcoal,Yes,Yes,Yes,Partial,Yes,wa,https://www.grays.com/lot/0001-9067206/motor-vehicles-motor-cycles/2015-nissan-pulsar-st-c12-cvt-hatchback,"medium scuff on rear bumper
medium scuff on rear bumper
paint peeling left mirror and fender
paint peeling left mirror and fender",unclassified,[out_of_scope]
2008,holden,commodore,lumina ve,sedan,automatic,petrol,301959,5.0,6G1EK55B59L222886,Unlicensed,Unregistered,6,3.6,Dark Blue,Black,Yes,No,No,No,Yes,wa,https://www.grays.com/lot/0001-9067210/motor-vehicles-motor-cycles/2008-holden-commodore-lumina-ve-automatic-sedan,"airbag light on
door card worn.
seat torn both front
large dent on various panels
door mirror broken passenger",unclassified,[out_of_scope]
2010,mitsubishi,lancer,es sportback cj,hatchback,manual,petrol,219538,5.0,JMFLNCX4ABU001202,Unlicensed,Unregistered,4,2.0,Silver,Grey,Yes,No,No,No,Yes,wa,https://www.grays.com/lot/0001-9067215/motor-vehicles-motor-cycles/2010-mitsubishi-lancer-es-sportback-cj-manual-hatchback,"traction control light on
abs light on
seat torn both front
paint peeling various panels
door card worn.
medium scratch on various panels
dents or marks on body consistent with age and kilometres.",unclassified,[out_of_scope]
2004,subaru,outback,3.0r premium pack b4a,wagon,automatic,petrol,264889,5.0,JF2BPEKUA5G019461,Unlicensed,Unregistered,6,3.0,Black,Black,Yes,No,No,No,Yes,wa,https://www.grays.com/lot/0001-9067216/motor-vehicles-motor-cycles/2004-subaru-outback-3-0r-premium-pack-b4a-automatic-wagon,"medium dent on various panels
dents or marks on body consistent with age and kilometrespaint peeling various panels..
rear trim piece damaged.
spoiler on roof damaged.
rear left window has internal stickers.",unclassified,[out_of_scope]
2009,subaru,tribeca,3.6r premium b9,wagon,automatic,petrol,361768,7.0,4S4WXFKU5AS027043,Unlicensed,Unregistered,6,3.6,White,Black Leather,Yes,No,No,No,Yes,wa,https://www.grays.com/lot/0001-9067217/motor-vehicles-motor-cycles/2009-subaru-tribeca-3-6r-premium-b9-automatic-7-seats-wagon,"front seat worn both
medium scuff on various panels
paint cracked front bumper
door card worn.
dents or marks on body consistent with age and kilometres.
medium scratch on various panels",unclassified,[out_of_scope]
2004,holden,commodore,executive vy,wagon,automatic,petrol,219889,5.0,6G1YK82A24L276326,Unlicensed,Unregistered,6,3.8,White,Charcoal,Yes,No,No,No,Yes,wa,https://www.grays.com/lot/0001-9067218/motor-vehicles-motor-cycles/2004-holden-commodore-executive-vy-automatic-wagon,"dents or marks on body consistent with age and kilometres.
medium dent on front drivers quarter panel",unclassified,[out_of_scope]
2004,subaru,outback,2.5i b4a,wagon,automatic,petrol,278057,5.0,JF2BP9KLA5G019953,Unlicensed,Unregistered,4,2.5,Blue,Charcoal,Yes,No,No,No,Yes,wa,https://www.grays.com/lot/0001-9067219/motor-vehicles-motor-cycles/2004-subaru-outback-2-5i-b4a-automatic-wagon,"dents or marks on body consistent with age and kilometres.
engine light on
traction control light on
flat battery. jump start or towing required
large dent on rear bumper
rear cracked bumper.
abs light on
medium scratch on various panels
paint fading various panels",unclassified,[out_of_scope]
2005,ford,territory,ghia sx,wagon,automatic,petrol,240197,5.0,6FPAAAJGAT5R77668,Unlicensed,Unregistered,6,4.0,Silver,Grey,Yes,No,No,No,Yes,wa,https://www.grays.com/lot/0001-9067220/motor-vehicles-motor-cycles/2005-ford-territory-ghia-sx-automatic-wagon,"dents or marks on body consistent with age and kilometres.
paint peeling various panels
medium dent on various panels
medium scratch on various panels
corrosion visible near roof rail/trims",unclassified,[out_of_scope]
2007,holden,berlina,ve,sedan,automatic,petrol,349337,5.0,6G1EL54B78L960900,Unlicensed,Unregistered,6,3.6,Silver,Grey,Yes,No,No,No,Yes,wa,https://www.grays.com/lot/0001-9067221/motor-vehicles-motor-cycles/2007-holden-berlina-ve-automatic-sedan,"seat torn both front
windscreen chipped or cracked.
large dent on various panels
large scuff on various panels
damaged lh taillight",unclassified,[out_of_scope]
2017,holden,captiva,7 active le 2wd cg ii,wagon,automatic,petrol,20620,7.0,KL3CA26U9HB774350,Unlicensed,Unregistered,4,2.4,White,Black Leather,Yes,No,No,No,Yes,wa,https://www.grays.com/lot/0001-9067224/motor-vehicles-motor-cycles/2017-holden-captiva-7-active-le-2wd-cg-ii-automatic-7-seats-wagon,"dents or marks on body consistent with age and kilometres.
other warning light on",unclassified,[out_of_scope]
2001,mazda,626,classic eclipse gf,hatchback,automatic,petrol,234885,5.0,JM0GF10S200215054,Unlicensed,Unregistered,4,2.0,Silver,Grey,Yes,No,No,No,Yes,wa,https://www.grays.com/lot/0001-9067226/motor-vehicles-motor-cycles/2001-mazda-626-classic-eclipse-gf-automatic-hatchback,"large dent on driver rear quarter
damaged driver taillight
medium scuff on various panels
paint fading various panels
front cracked bumper.",unclassified,[out_of_scope]
2003,mitsubishi,lancer,gli 1.8 ce,coupe,manual,petrol,334731,5.0,JMFDNCJ5A3U004221,Unlicensed,Unregistered,4,1.8,White,Charcoal,Yes,No,No,No,Yes,wa,https://www.grays.com/lot/0001-9067227/motor-vehicles-motor-cycles/2003-mitsubishi-lancer-gli-1-8-ce-manual-coupe,"dents or marks on body consistent with age and kilometres.
medium scuff on front bumper
medium dent on above drivers door
body/panel damage rear bumper damaged and screwed in
medium scuff on rear passenger side
large dent on passenger door
medium scratch on various panels
paint peeling on various panels
door card damaged.
rear bumper cracked bumper.",unclassified,[out_of_scope]
2007,toyota,camry,ateva acv40r,sedan,automatic,petrol,211976,5.0,6T153BK400X026045,Unlicensed,Unregistered,4,2.4,Champagne,Grey,Yes,No,No,No,Yes,wa,https://www.grays.com/lot/0001-9067229/motor-vehicles-motor-cycles/2007-toyota-camry-ateva-acv40r-automatic-sedan,"paint peeling various panels
damaged all taillights",unclassified,[disallowed_variant]
