url,analysis_timestamp,carsales_price_estimate,carsales_price_range,recommended_max_bid,expected_profit,profit_margin_percent,score_out_of_10,confidence_notes,resale_low,resale_mid,resale_high,net_profit_mid,net_profit_worst,fees_estimate,transport_estimate,rego_estimate,prep_estimate,confidence,risk_flags,verdict,computed_verdict,no_edge,edge_note,no_edge_at_current_bid,edge_buffer,analysis_context,is_top_buy,top_buy_badge,top_buy_failed_reasons,top_buy_passed_reasons,expected_auction_price,discount_used,current_bid,current_bid_numeric,bids_observed,time_remaining_observed,risk_score
https://www.grays.com/lot/0001-10352488/motor-vehicles-motor-cycles/2019-toyota-camry-ascent-asv70r-automatic-sedan-pinkslip-issued-19-1-26,2026-02-07T05:55:31.091626+00:00,"$24,340","$19,230 - $25,190","$14,229","$8,316",34.2%,6.8,,"$19,230","$24,340","$25,190","$8,316","$3,206",$996,$400,$0,$399,0.68,MISSING_KEYS|NO_MANUAL|NO_SERVICE_HISTORY,Conditional Flip,Conditional Flip,False,,False,50.0,active,False,,"[""G1_PILLS_NOT_ALL_GREEN: ['keys', 'manual', 'service']"", ""G1_UNKNOWN_PRESENT"", ""G2_LOW_KM_FAIL: pctl=1.00"", ""G3_CURVE_CONF_LOW: 0.68"", ""G5_AUTOTRADER_ALIGN_FAIL: diff=6.37%"", ""G6_AI_SANITY_FAIL: status=FAIL""]","[""G3_CURVE_COVERED"", ""G4_HIST_MATCH_OK: good=3"", ""G5_CARSALES_ALIGN_OK"", ""G5_LISTINGS_CLUSTER_OK"", ""G7_MARGIN_OK: 34.2%""]",,,,,,,
https://www.grays.com/lot/0001-21062591/motor-vehicles-motor-cycles/2010-toyota-hilux-sr5-4x4-kun26r-turbo-diesel-automatic-dual-cab,2026-02-07T05:55:31.732356+00:00,"$22,270","$18,480 - $23,710",$0,,,7.3,,"$18,480","$22,270","$23,710",,,$710,$400,$0,$429,0.73,HIGH_KM|MECHANICAL,Avoid,Avoid,True,No edge left at current bid — do not bid above $0.,True,50.0,active,False,,"[""G1_PILLS_NOT_ALL_GREEN: ['service']"", ""G3_CURVE_CONF_LOW: 0.73"", ""G4_HIST_MATCH_QUALITY_FAIL: good=1"", ""G5_AUTOTRADER_ALIGN_FAIL: diff=34.69%"", ""G6_AI_SANITY_FAIL: status=FAIL""]","[""G1_NO_DEFECTS_CONFIRMED"", ""G2_LOW_KM_OK: pctl=0.33"", ""G3_CURVE_COVERED"", ""G5_CARSALES_ALIGN_OK"", ""G5_LISTINGS_CLUSTER_OK"", ""G7_MARGIN_OK: 94.1%""]",,,,,,,
https://www.grays.com/lot/0001-21062667/motor-vehicles-motor-cycles/2021-toyota-camry-ascent-axva70r-automatic-8-speed-sedan,2026-02-07T05:55:32.272334+00:00,"$24,410","$21,480 - $26,360","$16,317","$6,152",25.2%,8.0,,"$21,480","$24,410","$26,360","$6,152","$3,222","$1,142",$400,$0,$399,0.8,,Strong Flip,Strong Flip,False,,False,50.0,active,False,,"[""G2_LOW_KM_FAIL: pctl=0.67"", ""G3_CURVE_CONF_LOW: 0.80"", ""G4_HIST_MATCH_QUALITY_FAIL: good=1""]","[""G1_ALL_PILLS_GREEN"", ""G1_NO_DEFECTS_CONFIRMED"", ""G3_CURVE_COVERED"", ""G5_AUTOTRADER_ALIGN_OK"", ""G5_CARSALES_ALIGN_OK"", ""G5_LISTINGS_CLUSTER_OK"", ""G6_AI_SANITY_OK"", ""G7_MARGIN_OK: 25.2%""]",,,,,,,
https://www.grays.com/lot/0001-50714468/motor-vehicles-motor-cycles/2021-toyota-camry-ascent-axva70r-automatic-8-speed-sedan,2026-02-07T05:55:33.827032+00:00,"$25,660","$21,300 - $27,330","$14,312","$8,197",31.9%,7.2,,"$21,300","$25,660","$27,330","$8,197","$3,837","$1,002",$550,"$1,200",$399,0.72,UNREGISTERED,Strong Flip,Strong Flip,False,,False,50.0,active,False,,"[""G1_PILLS_NOT_ALL_GREEN: ['service', 'rego']"", ""G1_COSMETIC_PRESENT: panels=2"", ""G3_CURVE_CONF_LOW: 0.72"", ""G5_AUTOTRADER_ALIGN_FAIL: diff=12.96%"", ""G6_AI_SANITY_FAIL: status=FAIL""]","[""G2_LOW_KM_OK: pctl=0.33"", ""G3_CURVE_COVERED"", ""G4_HIST_MATCH_OK: good=2"", ""G5_CARSALES_ALIGN_OK"", ""G5_LISTINGS_CLUSTER_OK"", ""G7_MARGIN_OK: 31.9%""]",,,,,,,
test://no_curve,2026-02-09T22:06:12.947614+00:00,,,$0,,,,,,,,,,,,,,,NO_CURVE,Not Covered,Not Covered,False,,False,50.0,test,,,,,,,,,,,
test://trap,2026-02-09T22:06:13.008145+00:00,"$20,000","$14,800 - $20,400","$9,782","$7,420",37.1%,3.5,,"$14,800","$20,000","$20,400","$7,420","$2,220",$783,$400,"$1,200",$415,0.35,MISSING_KEYS|NO_MANUAL|NO_SERVICE_HISTORY|UNREGISTERED,Trap,Trap,True,"No edge left at current bid — do not bid above $9,782.",True,50.0,test,False,,"[""G1_PILLS_NOT_ALL_GREEN: ['keys', 'manual', 'service', 'rego']"", ""G2_KM_PERCENTILE_MISSING"", ""G3_CURVE_CONF_LOW: 0.35"", ""G4_HIST_MATCH_COUNT_FAIL: 0"", ""G5_AUTOTRADER_MEDIAN_MISSING"", ""G5_CARSALES_EST_MISSING"", ""G5_LISTINGS_CLUSTER_FAIL"", ""G6_AI_SANITY_FAIL: status=FAIL""]","[""G1_NO_DEFECTS_CONFIRMED"", ""G3_CURVE_COVERED"", ""G7_MARGIN_OK: 37.1%""]",,,,,,,
https://www.grays.com/lot/0001-10352518/motor-vehicles-motor-cycles/2000-toyota-corolla-ascent-ae112r-automatic-hatchback,2026-02-10T05:16:45.994223+00:00,"$11,230","$8,420 - $11,620","$3,571","$5,010",44.6%,6.2,,"$8,420","$11,230","$11,620","$5,010","$2,200",$650,$400,"$1,200",$399,0.62,HIGH_KM|NO_MANUAL|UNREGISTERED,Marginal (repairs),Marginal (repairs),False,,False,50.0,active,False,,"[""G1_PILLS_NOT_ALL_GREEN: ['manual', 'service', 'rego']"", ""G1_GLASS_ISSUE_PRESENT"", ""G3_CURVE_CONF_LOW: 0.62"", ""G4_HIST_MATCH_QUALITY_FAIL: good=0"", ""G5_AUTOTRADER_ALIGN_FAIL: diff=11.40%"", ""G6_AI_SANITY_FAIL: status=FAIL""]","[""G2_LOW_KM_OK: pctl=0.33"", ""G3_CURVE_COVERED"", ""G5_CARSALES_ALIGN_OK"", ""G5_LISTINGS_CLUSTER_OK"", ""G7_MARGIN_OK: 44.6%""]",,,,,,,
https://www.grays.com/lot/0001-50714445/motor-vehicles-motor-cycles/2003-toyota-corolla-ascent-zze122r-automatic-hatchback,2026-02-10T05:16:46.818294+00:00,"$11,000","$7,590 - $11,220","$2,691","$5,510",50.1%,4.3,,"$7,590","$11,000","$11,220","$5,510","$2,100",$650,$550,"$1,200",$399,0.43,HIGH_KM|MISSING_KEYS|NO_MANUAL|NO_SERVICE_HISTORY|UNREGISTERED,Trap,Trap,False,,False,50.0,active,False,,"[""G1_PILLS_NOT_ALL_GREEN: ['keys', 'manual', 'service', 'rego']"", ""G1_COSMETIC_PRESENT: panels=2"", ""G2_LOW_KM_FAIL: pctl=0.47"", ""G3_CURVE_CONF_LOW: 0.43"", ""G5_AUTOTRADER_ALIGN_FAIL: diff=13.64%"", ""G6_AI_SANITY_FAIL: status=FAIL""]","[""G3_CURVE_COVERED"", ""G4_HIST_MATCH_OK: good=13"", ""G5_CARSALES_ALIGN_OK"", ""G5_LISTINGS_CLUSTER_OK"", ""G7_MARGIN_OK: 50.1%""]",,,,,,,
https://www.grays.com/lot/0001-21059936/motor-vehicles-motor-cycles/2018-toyota-camry-ascent-hybrid-axvh71r-automatic-sedan,2026-02-11T16:56:53.877331+00:00,"$28,580","$22,870 - $30,010","$16,000","$9,461",33.1%,5.7,,"$22,870","$28,580","$30,010","$9,461","$3,751","$1,120",$400,"$1,200",$399,0.57,NO_SERVICE_HISTORY|UNREGISTERED,Trap,Trap,True,"No edge left at current bid — do not bid above $16,000.",True,50.0,active,False,,"[""G1_PILLS_NOT_ALL_GREEN: ['service', 'rego']"", ""G1_COSMETIC_PRESENT: panels=1"", ""G3_CURVE_CONF_LOW: 0.57"", ""G4_HIST_MATCH_QUALITY_FAIL: good=1"", ""G5_AUTOTRADER_ALIGN_FAIL: diff=17.21%"", ""G6_AI_SANITY_FAIL: status=FAIL""]","[""G2_LOW_KM_OK: pctl=0.17"", ""G3_CURVE_COVERED"", ""G5_CARSALES_ALIGN_OK"", ""G5_LISTINGS_CLUSTER_OK"", ""G7_MARGIN_OK: 33.1%""]",,,,,,,
https://www.grays.com/lot/0001-10348176/motor-vehicles-motor-cycles/2019-toyota-camry-ascent-hybrid-axvh71r-cvt-sedan,2026-02-11T16:56:54.725987+00:00,"$24,500","$18,380 - $25,360","$12,083","$9,572",39.1%,6.0,,"$18,380","$24,500","$25,360","$9,572","$3,452",$846,$400,"$1,200",$399,0.6,HIGH_KM|NO_SERVICE_HISTORY|UNREGISTERED,Trap,Trap,True,"No edge left at current bid — do not bid above $12,083.",True,50.0,active,False,,"[""G1_PILLS_NOT_ALL_GREEN: ['service', 'rego']"", ""G1_COSMETIC_PRESENT: panels=1"", ""G1_GLASS_ISSUE_PRESENT"", ""G2_LOW_KM_FAIL: pctl=1.00"", ""G3_CURVE_CONF_LOW: 0.60"", ""G4_HIST_MATCH_QUALITY_FAIL: good=1"", ""G5_AUTOTRADER_MEDIAN_MISSING"", ""G5_LISTINGS_CLUSTER_FAIL"", ""G6_AI_SANITY_FAIL: status=FAIL""]","[""G3_CURVE_COVERED"", ""G5_CARSALES_ALIGN_OK"", ""G7_MARGIN_OK: 39.1%""]",,,,,,,
https://www.grays.com/lot/0001-50714247/motor-vehicles-motor-cycles/2020-toyota-camry-ascent-hybrid-axvh71r-cvt-sedan,2026-02-11T16:56:55.518183+00:00,"$28,630","$23,760 - $30,490","$16,566","$8,755",30.6%,6.2,,"$23,760","$28,630","$30,490","$8,755","$3,885","$1,160",$550,"$1,200",$399,0.62,UNREGISTERED,Trap,Trap,True,"No edge left at current bid — do not bid above $16,566.",True,50.0,active,False,,"[""G1_PILLS_NOT_ALL_GREEN: ['service', 'rego']"", ""G1_COSMETIC_PRESENT: panels=1"", ""G3_CURVE_CONF_LOW: 0.62"", ""G5_AUTOTRADER_MEDIAN_MISSING"", ""G5_LISTINGS_CLUSTER_FAIL"", ""G6_AI_SANITY_FAIL: status=FAIL""]","[""G2_LOW_KM_OK: pctl=0.33"", ""G3_CURVE_COVERED"", ""G4_HIST_MATCH_OK: good=2"", ""G5_CARSALES_ALIGN_OK"", ""G7_MARGIN_OK: 30.6%""]",,,,,,,
https://www.grays.com/lot/0001-9062139/motor-vehicles-motor-cycles/2017-toyota-corolla-ascent-zre182r-cvt-hatchback,2026-02-11T16:56:56.264332+00:00,"$20,210","$14,960 - $20,620","$9,407","$7,794",38.6%,5.0,,"$14,960","$20,210","$20,620","$7,794","$2,544",$710,$700,"$1,200",$399,0.5,MISSING_KEYS|NO_MANUAL|NO_SERVICE_HISTORY|UNREGISTERED,Trap,Trap,True,"No edge left at current bid — do not bid above $9,407.",True,50.0,active,False,,"[""G1_PILLS_NOT_ALL_GREEN: ['keys', 'manual', 'service', 'rego']"", ""G1_COSMETIC_PRESENT: panels=1"", ""G3_CURVE_CONF_LOW: 0.50"", ""G4_HIST_MATCH_QUALITY_FAIL: good=1"", ""G5_AUTOTRADER_MEDIAN_MISSING"", ""G5_LISTINGS_CLUSTER_FAIL"", ""G6_AI_SANITY_FAIL: status=FAIL""]","[""G2_LOW_KM_OK: pctl=0.14"", ""G3_CURVE_COVERED"", ""G5_CARSALES_ALIGN_OK"", ""G7_MARGIN_OK: 38.6%""]",,,,,,,
https://www.grays.com/lot/0001-50515170/motor-vehicles-motor-cycles/2013-toyota-corolla-ascent-zre152r-automatic-sedan,2026-02-11T16:56:58.483827+00:00,"$11,600","$8,000 - $11,830","$3,401","$5,400",46.6%,5.3,,"$8,000","$11,600","$11,830","$5,400","$1,800",$650,$550,"$1,200",$399,0.53,HIGH_KM|MISSING_KEYS|NO_MANUAL|NO_SERVICE_HISTORY|UNREGISTERED,Trap,Trap,False,,False,50.0,active,False,,"[""G1_PILLS_NOT_ALL_GREEN: ['keys', 'manual', 'service', 'rego']"", ""G1_COSMETIC_PRESENT: panels=1"", ""G2_LOW_KM_FAIL: pctl=1.00"", ""G3_CURVE_CONF_LOW: 0.53"", ""G5_AUTOTRADER_MEDIAN_MISSING"", ""G5_LISTINGS_CLUSTER_FAIL"", ""G6_AI_SANITY_FAIL: status=FAIL""]","[""G3_CURVE_COVERED"", ""G4_HIST_MATCH_OK: good=5"", ""G5_CARSALES_ALIGN_OK"", ""G7_MARGIN_OK: 46.6%""]",,,,,,,
https://www.grays.com/lot/0001-10352200/motor-vehicles-motor-cycles/2012-toyota-corolla-ascent-zre152r-automatic-sedan,2026-02-11T16:57:00.000703+00:00,"$13,920","$10,720 - $14,410","$6,053","$5,158",37.1%,6.5,,"$10,720","$13,920","$14,410","$5,158","$1,958",$710,$400,"$1,200",$399,0.65,MISSING_KEYS|NO_MANUAL|UNREGISTERED,Trap,Trap,True,"No edge left at current bid — do not bid above $6,053.",True,50.0,active,False,,"[""G1_PILLS_NOT_ALL_GREEN: ['keys', 'manual', 'service', 'rego']"", ""G1_GLASS_ISSUE_PRESENT"", ""G3_CURVE_CONF_LOW: 0.65"", ""G4_HIST_MATCH_QUALITY_FAIL: good=1"", ""G5_AUTOTRADER_MEDIAN_MISSING"", ""G5_LISTINGS_CLUSTER_FAIL"", ""G6_AI_SANITY_FAIL: status=FAIL""]","[""G2_LOW_KM_OK: pctl=0.17"", ""G3_CURVE_COVERED"", ""G5_CARSALES_ALIGN_OK"", ""G7_MARGIN_OK: 37.1%""]",,,,,,,
https://www.grays.com/lot/0001-21053852/motor-vehicles-motor-cycles/2015-toyota-corolla-ascent-zre172r-automatic-sedan,2026-02-11T16:57:00.779784+00:00,"$15,500","$11,160 - $15,810","$6,477","$6,314",40.7%,4.7,,"$11,160","$15,500","$15,810","$6,314","$1,974",$710,$400,"$1,200",$399,0.47,HIGH_KM|NO_MANUAL|NO_SERVICE_HISTORY|UNREGISTERED,Trap,Trap,True,"No edge left at current bid — do not bid above $6,477.",True,50.0,active,False,,"[""G1_PILLS_NOT_ALL_GREEN: ['manual', 'service', 'rego']"", ""G1_COSMETIC_PRESENT: panels=1"", ""G2_LOW_KM_FAIL: pctl=0.75"", ""G3_CURVE_CONF_LOW: 0.47"", ""G4_HIST_MATCH_QUALITY_FAIL: good=1"", ""G5_AUTOTRADER_MEDIAN_MISSING"", ""G5_LISTINGS_CLUSTER_FAIL"", ""G6_AI_SANITY_FAIL: status=FAIL""]","[""G3_CURVE_COVERED"", ""G5_CARSALES_ALIGN_OK"", ""G7_MARGIN_OK: 40.7%""]",,,,,,,
https://www.grays.com/lot/0001-9065980/motor-vehicles-motor-cycles/2015-toyota-corolla-ascent-zre172r-cvt-sedan,2026-02-11T16:57:01.513218+00:00,"$15,500","$12,870 - $16,510","$8,830","$4,861",31.4%,6.3,,"$12,870","$15,500","$16,510","$4,861","$2,231",$710,$700,$0,$399,0.63,HIGH_KM,Conditional Flip,Conditional Flip,False,,False,50.0,active,False,,"[""G1_PILLS_NOT_ALL_GREEN: ['service']"", ""G1_COSMETIC_PRESENT: panels=1"", ""G2_LOW_KM_FAIL: pctl=1.00"", ""G3_CURVE_CONF_LOW: 0.63"", ""G4_HIST_MATCH_QUALITY_FAIL: good=1"", ""G5_AUTOTRADER_MEDIAN_MISSING"", ""G5_LISTINGS_CLUSTER_FAIL"", ""G6_AI_SANITY_FAIL: status=FAIL""]","[""G3_CURVE_COVERED"", ""G5_CARSALES_ALIGN_OK"", ""G7_MARGIN_OK: 31.4%""]",,,,,,,
https://www.grays.com/lot/0001-10350154/motor-vehicles-motor-cycles/2019-toyota-corolla-ascent-sport-mzea12r-cvt-hatchback,2026-02-11T16:57:05.248623+00:00,"$22,570","$18,730 - $24,030","$12,711","$6,970",30.9%,6.2,,"$18,730","$22,570","$24,030","$6,970","$3,130",$890,$400,"$1,200",$399,0.62,UNREGISTERED,Trap,Trap,True,"No edge left at current bid — do not bid above $12,711.",True,50.0,active,False,,"[""G1_PILLS_NOT_ALL_GREEN: ['rego']"", ""G1_UNKNOWN_PRESENT"", ""G2_LOW_KM_FAIL: pctl=1.00"", ""G3_CURVE_CONF_LOW: 0.62"", ""G4_HIST_MATCH_QUALITY_FAIL: good=1"", ""G5_AUTOTRADER_MEDIAN_MISSING"", ""G5_LISTINGS_CLUSTER_FAIL"", ""G6_AI_SANITY_FAIL: status=FAIL""]","[""G3_CURVE_COVERED"", ""G5_CARSALES_ALIGN_OK"", ""G7_MARGIN_OK: 30.9%""]",,,,,,,
https://www.grays.com/lot/0001-50517277/motor-vehicles-motor-cycles/2020-toyota-corolla-ascent-sport-mzea12r-cvt-hatchback,2026-02-11T16:57:05.997015+00:00,"$26,200","$21,750 - $27,900","$14,970","$8,033",30.7%,6.2,,"$21,750","$26,200","$27,900","$8,033","$3,583","$1,048",$550,"$1,200",$399,0.62,UNREGISTERED,Trap,Trap,True,"No edge left at current bid — do not bid above $14,970.",True,50.0,active,False,,"[""G1_PILLS_NOT_ALL_GREEN: ['rego']"", ""G1_COSMETIC_PRESENT: panels=1"", ""G2_LOW_KM_FAIL: pctl=0.50"", ""G3_CURVE_CONF_LOW: 0.62"", ""G4_HIST_MATCH_QUALITY_FAIL: good=1"", ""G5_AUTOTRADER_MEDIAN_MISSING"", ""G5_LISTINGS_CLUSTER_FAIL"", ""G6_AI_SANITY_FAIL: status=FAIL""]","[""G3_CURVE_COVERED"", ""G5_CARSALES_ALIGN_OK"", ""G7_MARGIN_OK: 30.7%""]",,,,,,,
https://www.grays.com/lot/0001-10350459/motor-vehicles-motor-cycles/2014-toyota-corolla-ascent-sport-zre182r-cvt-hatchback,2026-02-11T16:57:08.318935+00:00,"$14,520","$11,330 - $15,250","$6,622","$5,189",35.7%,5.5,,"$11,330","$14,520","$15,250","$5,189","$1,999",$710,$400,"$1,200",$399,0.55,HIGH_KM|UNREGISTERED,Trap,Trap,True,"No edge left at current bid — do not bid above $6,622.",True,50.0,active,False,,"[""G1_PILLS_NOT_ALL_GREEN: ['service', 'rego']"", ""G1_UNKNOWN_PRESENT"", ""G2_LOW_KM_FAIL: pctl=0.83"", ""G3_CURVE_CONF_LOW: 0.55"", ""G5_AUTOTRADER_MEDIAN_MISSING"", ""G5_LISTINGS_CLUSTER_FAIL"", ""G6_AI_SANITY_FAIL: status=FAIL""]","[""G3_CURVE_COVERED"", ""G4_HIST_MATCH_OK: good=5"", ""G5_CARSALES_ALIGN_OK"", ""G7_MARGIN_OK: 35.7%""]",,,,,,,
car/14859094/toyota/camry/vic/laverton-north/sedan,2026-02-12T00:55:49.015737+00:00,"$33,930","$28,160 - $36,130","$20,312","$9,994",29.5%,7.2,,"$28,160","$33,930","$36,130","$9,994","$4,224","$1,625",$400,"$1,200",$399,0.72,UNREGISTERED,Trap,Trap,True,"No edge left at current bid — do not bid above $20,312.",True,50.0,active,False,,"[""G1_PILLS_NOT_ALL_GREEN: ['keys', 'manual', 'service', 'rego']"", ""G3_CURVE_CONF_LOW: 0.72"", ""G4_HIST_MATCH_QUALITY_FAIL: good=0"", ""G6_AI_SANITY_FAIL: status=FAIL""]","[""G1_NO_DEFECTS_CONFIRMED"", ""G2_LOW_KM_OK: pctl=0.00"", ""G3_CURVE_COVERED"", ""G5_AUTOTRADER_ALIGN_OK"", ""G5_CARSALES_ALIGN_OK"", ""G5_LISTINGS_CLUSTER_OK"", ""G7_MARGIN_OK: 29.5%""]",,,,,,,
car/14824726/toyota/camry/vic/springvale/sedan,2026-02-12T00:55:49.344671+00:00,"$28,850","$23,950 - $30,730","$16,999","$8,492",29.4%,7.2,,"$23,950","$28,850","$30,730","$8,492","$3,592","$1,360",$400,"$1,200",$399,0.72,UNREGISTERED,Trap,Trap,True,"No edge left at current bid — do not bid above $16,999.",True,50.0,active,False,,"[""G1_PILLS_NOT_ALL_GREEN: ['keys', 'manual', 'service', 'rego']"", ""G3_CURVE_CONF_LOW: 0.72"", ""G4_HIST_MATCH_QUALITY_FAIL: good=0"", ""G6_AI_SANITY_FAIL: status=FAIL""]","[""G1_NO_DEFECTS_CONFIRMED"", ""G2_LOW_KM_OK: pctl=0.00"", ""G3_CURVE_COVERED"", ""G5_AUTOTRADER_ALIGN_OK"", ""G5_CARSALES_ALIGN_OK"", ""G5_LISTINGS_CLUSTER_OK"", ""G7_MARGIN_OK: 29.4%""]",,,,,,,
car/14920238/toyota/corolla/vic/maidstone/hatchback,2026-02-12T00:55:49.599043+00:00,"$13,330","$11,070 - $14,200","$6,862","$3,920",29.4%,6.2,,"$11,070","$13,330","$14,200","$3,920","$1,660",$549,$400,"$1,200",$399,0.62,UNREGISTERED,Trap,Trap,True,"No edge left at current bid — do not bid above $6,862.",True,50.0,active,False,,"[""G1_PILLS_NOT_ALL_GREEN: ['keys', 'manual', 'service', 'rego']"", ""G3_CURVE_CONF_LOW: 0.62"", ""G4_HIST_MATCH_QUALITY_FAIL: good=0"", ""G5_AUTOTRADER_ALIGN_FAIL: diff=19.95%"", ""G6_AI_SANITY_FAIL: status=FAIL""]","[""G1_NO_DEFECTS_CONFIRMED"", ""G2_LOW_KM_OK: pctl=0.14"", ""G3_CURVE_COVERED"", ""G5_CARSALES_ALIGN_OK"", ""G5_LISTINGS_CLUSTER_OK"", ""G7_MARGIN_OK: 29.4%""]",,,,,,,
car/14824907/toyota/corolla/vic/altona-north/sedan,2026-02-12T00:55:49.786108+00:00,"$10,320","$8,050 - $10,840","$4,051","$3,770",36.5%,5.5,,"$8,050","$10,320","$10,840","$3,770","$1,500",$500,$400,"$1,200",$399,0.55,HIGH_KM|UNREGISTERED,Trap,Trap,True,"No edge left at current bid — do not bid above $4,051.",True,50.0,active,False,,"[""G1_PILLS_NOT_ALL_GREEN: ['keys', 'manual', 'service', 'rego']"", ""G3_CURVE_CONF_LOW: 0.55"", ""G6_AI_SANITY_FAIL: status=FAIL""]","[""G1_NO_DEFECTS_CONFIRMED"", ""G2_LOW_KM_OK: pctl=0.37"", ""G3_CURVE_COVERED"", ""G4_HIST_MATCH_OK: good=8"", ""G5_AUTOTRADER_ALIGN_OK"", ""G5_CARSALES_ALIGN_OK"", ""G5_LISTINGS_CLUSTER_OK"", ""G7_MARGIN_OK: 36.5%""]",,,,,,,
car/14931025/toyota/corolla/vic/northcote/sedan,2026-02-12T00:55:49.966267+00:00,"$12,920","$10,720 - $13,760","$6,586","$3,808",29.5%,7.2,,"$10,720","$12,920","$13,760","$3,808","$1,608",$527,$400,"$1,200",$399,0.72,UNREGISTERED,Trap,Trap,True,"No edge left at current bid — do not bid above $6,586.",True,50.0,active,False,,"[""G1_PILLS_NOT_ALL_GREEN: ['keys', 'manual', 'service', 'rego']"", ""G3_CURVE_CONF_LOW: 0.72"", ""G5_AUTOTRADER_ALIGN_FAIL: diff=18.74%"", ""G6_AI_SANITY_FAIL: status=FAIL""]","[""G1_NO_DEFECTS_CONFIRMED"", ""G2_LOW_KM_OK: pctl=0.00"", ""G3_CURVE_COVERED"", ""G4_HIST_MATCH_OK: good=2"", ""G5_CARSALES_ALIGN_OK"", ""G5_LISTINGS_CLUSTER_OK"", ""G7_MARGIN_OK: 29.5%""]",,,,,,,
car/14841834/toyota/corolla/vic/sunshine/sedan,2026-02-12T00:55:50.138451+00:00,"$17,620","$14,620 - $18,760","$9,656","$5,193",29.5%,6.2,,"$14,620","$17,620","$18,760","$5,193","$2,193",$772,$400,"$1,200",$399,0.62,UNREGISTERED,Trap,Trap,True,"No edge left at current bid — do not bid above $9,656.",True,50.0,active,False,,"[""G1_PILLS_NOT_ALL_GREEN: ['keys', 'manual', 'service', 'rego']"", ""G3_CURVE_CONF_LOW: 0.62"", ""G4_HIST_MATCH_QUALITY_FAIL: good=1"", ""G5_AUTOTRADER_ALIGN_FAIL: diff=9.20%"", ""G6_AI_SANITY_FAIL: status=FAIL""]","[""G1_NO_DEFECTS_CONFIRMED"", ""G2_LOW_KM_OK: pctl=0.25"", ""G3_CURVE_COVERED"", ""G5_CARSALES_ALIGN_OK"", ""G5_LISTINGS_CLUSTER_OK"", ""G7_MARGIN_OK: 29.5%""]",,,,,,,
car/14926346/toyota/corolla/vic/heidelberg/hatchback,2026-02-12T00:55:50.317368+00:00,"$31,080","$25,790 - $33,100","$18,447","$9,158",29.5%,7.2,,"$25,790","$31,080","$33,100","$9,158","$3,868","$1,476",$400,"$1,200",$399,0.72,UNREGISTERED,Trap,Trap,True,"No edge left at current bid — do not bid above $18,447.",True,50.0,active,False,,"[""G1_PILLS_NOT_ALL_GREEN: ['keys', 'manual', 'service', 'rego']"", ""G3_CURVE_CONF_LOW: 0.72"", ""G4_HIST_MATCH_QUALITY_FAIL: good=0"", ""G5_AUTOTRADER_ALIGN_FAIL: diff=5.12%"", ""G6_AI_SANITY_FAIL: status=FAIL""]","[""G1_NO_DEFECTS_CONFIRMED"", ""G2_LOW_KM_OK: pctl=0.00"", ""G3_CURVE_COVERED"", ""G5_CARSALES_ALIGN_OK"", ""G5_LISTINGS_CLUSTER_OK"", ""G7_MARGIN_OK: 29.5%""]",,,,,,,
car/14835944/toyota/corolla/vic/springvale/hatchback,2026-02-12T00:55:50.491240+00:00,"$28,480","$23,640 - $30,330","$16,755","$8,386",29.4%,7.2,,"$23,640","$28,480","$30,330","$8,386","$3,546","$1,340",$400,"$1,200",$399,0.72,UNREGISTERED,Trap,Trap,True,"No edge left at current bid — do not bid above $16,755.",True,50.0,active,False,,"[""G1_PILLS_NOT_ALL_GREEN: ['keys', 'manual', 'service', 'rego']"", ""G2_LOW_KM_FAIL: pctl=1.00"", ""G3_CURVE_CONF_LOW: 0.72"", ""G4_HIST_MATCH_QUALITY_FAIL: good=1"", ""G6_AI_SANITY_FAIL: status=FAIL""]","[""G1_NO_DEFECTS_CONFIRMED"", ""G3_CURVE_COVERED"", ""G5_AUTOTRADER_ALIGN_OK"", ""G5_CARSALES_ALIGN_OK"", ""G5_LISTINGS_CLUSTER_OK"", ""G7_MARGIN_OK: 29.4%""]",,,,,,,
car/14761772/toyota/corolla/vic/elsternwick/hatchback,2026-02-12T00:55:50.675131+00:00,"$31,690","$26,300 - $33,750","$18,848","$9,335",29.5%,4.7,,"$26,300","$31,690","$33,750","$9,335","$3,945","$1,508",$400,"$1,200",$399,0.47,UNREGISTERED,Trap,Trap,True,"No edge left at current bid — do not bid above $18,848.",True,50.0,active,False,,"[""G1_PILLS_NOT_ALL_GREEN: ['keys', 'manual', 'service', 'rego']"", ""G2_KM_PERCENTILE_MISSING"", ""G3_CURVE_CONF_LOW: 0.47"", ""G4_HIST_MATCH_COUNT_FAIL: 0"", ""G6_AI_SANITY_FAIL: status=FAIL""]","[""G1_NO_DEFECTS_CONFIRMED"", ""G3_CURVE_COVERED"", ""G5_AUTOTRADER_ALIGN_OK"", ""G5_CARSALES_ALIGN_OK"", ""G5_LISTINGS_CLUSTER_OK"", ""G7_MARGIN_OK: 29.5%""]",,,,,,,
