year,make,model,variant,body_type,no_of_seats,build_date,compliance_date,vin,rego_no,rego_state,rego_expiry,no_of_plates,no_of_cylinders,engine_capacity,fuel_type,transmission,odometer_reading,odometer_unit,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,features_list,final_price,final_bids,date_sold,status,bids,price,sale_price,time_remaining_or_date_sold
2013.0,Mercedes,Benz,A-Class A180 BE W176 AUTOMATIC Hatch (REPAIRABLE WOVR),Hatchback,5,2013-11,2014-01,WDD1760422V003307,BHS205,VIC,30-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,1.6,Petrol,Automatic,146403,km,White,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21049259/motor-vehicles-motor-cycles/2013-mercedes-benz-a-class-a180-be-w176-automatic-hatch-repairable-wovr,"Dents or marks on body consistent with age and kilometres.
Paint fading Roof panel","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1087 (345863)",,,2025-05-27,sold,107.0,"$7,700","$7,700",
2013.0,Mercedes,Benz,A-Class A180 BE W176 Automatic Hatchback,Hatchback,5,2013-11,2014-01,WDD1760422V003833,AAZ182,VIC,11-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,1.6,Petrol,Automatic,156556,km,White,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21048250/motor-vehicles-motor-cycles/2013-mercedes-benz-a-class-a180-be-w176-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Paint fading On the roof","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Satellite Navigation System, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 962c (345586)",,,2025-05-07,sold,87.0,"$8,700","$8,700",
2014.0,Mercedes,Benz,A-Class A180 BE W176 AUTOMATIC Hatchback,Hatchback,5,2014-02,2014-09,WDD1760422V011848,No plates,VIC,"Sold Unregistered, Without Plates - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.",2.0,4,1.6,Petrol,AUTOMATIC,93311,km,Black,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045553/motor-vehicles-motor-cycles/2014-mercedes-benz-a-class-a180-be-w176-automatic-hatchback,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Satellite Navigation System, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 506E (341762)",,,2025-03-23,sold,114.0,"$11,599","$11,599",
2014.0,Mercedes,Benz,A-Class A180 BE W176 7 Auto Hatchback,Hatchback,5,2014-11,2015-01,WDD1760422V046396,ADS036,VIC,16-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,1.6,Petrol,Automatic - 7 Speed,57847,km,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21053267/motor-vehicles-motor-cycles/2014-mercedes-benz-a-class-a180-be-w176-7-auto-hatchback,"Dents or marks on body consistent with age and kilometres.
Paint fading Various parts of panel
Large Scratch on Various parts of panel","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 650A",,,2025-07-29,sold,97.0,"$9,888","$9,888",
2015.0,Mercedes,Benz,A-Class A180 BE W176 Automatic Hatchback,Hatchback,5.0,2015-04,2015-06,WDD1760422V073976,DDY73T,NSW,"27-10-2025- Registration will only be transferred to the registered bidder who must hold a NSW Licence, otherwise, vehicle will be sold unregistered.",0.0,4,1.6,Petrol,Automatic - 4 Speed,176016,km,Silver,Black,Yes,Yes,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10351226/motor-vehicles-motor-cycles/2015-mercedes-benz-a-class-a180-be-w176-automatic-hatchback,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Satellite Navigation System, Sunroof, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 553 (361999)",,,,sold,122.0,8800.0,8800.0,
2013.0,Mercedes,Benz,A-Class A200 BE W176 Automatic Hatchback,Hatchback,5,2013-02,2013-04,WDD1760432J073191,No plates.,,"Sold Unregistered, Without Plates",0.0,4,1.6,Petrol,Automatic,193426,km,Black,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051837/motor-vehicles-motor-cycles/2013-mercedes-benz-a-class-a200-be-w176-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Door Mirror Broken Passenger side mirror cracked","Air Conditioning, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 159c (351268)",,,2025-07-07,sold,87.0,"$7,800","$7,800",
2014.0,Mercedes,Benz,A-Class A 200 A200 BE W176 Automatic Hatchback,Hatchback,5.0,2014-06,2014-08,WDD1760432V023335,CTO48P,NSW,"Sold Unregistered, Without Plates",,4,1.6,Petrol,Automatic,134964,km,White,Black,Yes,Yes,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10351183/motor-vehicles-motor-cycles/2014-mercedes-benz-a-class-a-200-a200-be-w176-automatic-hatchback,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Satellite navigation system, Sunroof, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 456 (361653)",,,,sold,86.0,8850.0,8850.0,
2014.0,Mercedes,Benz,A-Class A200 BE W176 Automatic Hatchback,Hatchback,5,2014-09,2014-11,WDD1760432V032320,ALS346,VIC,05-03-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,1.6,Petrol,Automatic,109203,km,White,Black,Yes,Yes,No,Yes,Yes,VIC,https://www.grays.com/lot/0001-21048018/motor-vehicles-motor-cycles/2014-mercedes-benz-a-class-a200-be-w176-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.
Front bumper Cracked bumper.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 709 (344193)",,,2025-05-11,sold,135.0,"$10,699","$10,699",
2014.0,Mercedes,Benz,A-Class A250 Sport W176 Automatic Hatchback,Hatchback,5,2014-08,2014-10,WDD1760442V031398,ACV838,VIC,07-11-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2,Petrol,Automatic - 4 Speed,140590,km,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21053605/motor-vehicles-motor-cycles/2014-mercedes-benz-a-class-a250-sport-w176-automatic-hatchback,"Paint fading Roof
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Sat Nav, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 631",,,2025-08-03,sold,170.0,"$12,600","$12,600",
2015.0,Mercedes,Benz,A-Class A250 Sport W176 AUTOMATIC Hatchback,Hatchback,5,2015-06,2015-08,WDD1760442V089350,AFM881,VIC,27-08-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2,Petrol,Automatic,314890,km,Grey,Black,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21050426/motor-vehicles-motor-cycles/2015-mercedes-benz-a-class-a250-sport-w176-automatic-hatchback,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 205 (345006)",,,2025-06-11,sold,120.0,"$9,400","$9,400",
2015.0,Mercedes,Benz,A-Class A250 Sport 4MATIC W176 Automatic Hatchback,Hatchback,5,2015-09,2016-01,WDD1760512J415574,AHG538,VIC,29-01-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2,Petrol,Automatic,121072,km,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21052458/motor-vehicles-motor-cycles/2015-mercedes-benz-a-class-a250-sport-4matic-w176-automatic-hatchback,Dents or marks on body consistent with age and kilometres,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Satellite Navigation, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 341 (350710)",,,2025-07-17,sold,87.0,"$13,900","$13,900",
2016.0,Mercedes,Benz,A-Class A250 Sport 4MATIC W176 Automatic Hatchback,Hatchback,5,2016-07,2016-09,WDD1760512J519341,AKQ206,VIC,27-09-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2,Petrol,Automatic,124950,km,White,Black Leather,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21046670/motor-vehicles-motor-cycles/2016-mercedes-benz-a-class-a250-sport-4matic-w176-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
front Cracked bumper.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Satellite navigation system, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1066 (342903)",,,2025-04-06,sold,178.0,"$15,900","$15,900",
2017.0,Mercedes,Benz,A-Class A250 Sport 4MATIC W176 Automatic Hatchback,Hatchback,5,2017-05,2017-07,WDD1760512J627657,,,"Sold Unregistered, Without Plates",2.0,4,2,Petrol,Automatic,156940,km,White,Black Leather,Yes,No,No,No,Yes,QLD,https://www.grays.com/lot/0001-50712978/motor-vehicles-motor-cycles/2017-mercedes-benz-a-class-a250-sport-4matic-w176-automatic-hatchback,"Front Seat worn Driver seat
Back Seat Stains.
Dents or marks on body consistent with age and kilometres.
Paint fading Rooftop
Medium Dent on Rh front door
Large Scratch on Rh sill
Rh rear bumper and front bumper Cracked bumper.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Satellite Navigation System, Sunroof, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-556 GV352727",,,2025-09-07,sold,82.0,"$13,100","$13,100",
2017.0,Mercedes,Benz,A-Class A250 Sport 4MATIC W176 Automatic Hatchback,Hatchback,5.0,2017-06,2017-08,WDD1760512J642411,ARV019,VIC,27-09-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4.0,2.0,Petrol,Automatic,131715,km,Pearl White,Black Leather,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21053280/motor-vehicles-motor-cycles/2017-mercedes-benz-a-class-a250-sport-4matic-w176-automatic-hatchback,"Front bumper cracked open Cracked bumper.
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Satellite Navigation System, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1030 (353616)",,,,sold,111.0,13500,13500,
2013.0,Mercedes,Benz,A-Class A45 AMG W176 Automatic Hatchback,Hatchback,5,2013-09,2013-11,WDD1760522J189048,,,"Sold Unregistered, Without Plates",0.0,4,2,Petrol,Automatic,165714,km,White,Black Leather,Yes,No,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50514387/motor-vehicles-motor-cycles/2013-mercedes-benz-a-class-a45-amg-w176-automatic-hatchback,"Engine noise observed.
Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Satellite navigation system, Sunroof, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-1047 GV341628",,,2025-03-19,sold,111.0,"$11,600","$11,600",
2013.0,Mercedes,Benz,A-Class A45 AMG W176 Automatic Hatchback,Hatchback,5,2013-10,2013-12,WDD1760522J206374,2BU1EK,VIC,17-04-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2,Petrol,Automatic,91024,km,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046891/motor-vehicles-motor-cycles/2013-mercedes-benz-a-class-a45-amg-w176-automatic-hatchback,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Satellite Navigation System, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 11d (343575)",,,2025-04-09,sold,177.0,"$19,900","$19,900",
2015.0,Mercedes,Benz,A-Class A45 AMG W176 Automatic Hatchback,Hatchback,5,2015-01,2015-03,WDD1760522J362849,AWQ374,VIC,01-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2,Petrol,Automatic,186762,km,White,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21050255/motor-vehicles-motor-cycles/2015-mercedes-benz-a-class-a45-amg-w176-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Suspension requires attention","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Satellite Navigation System, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 724 (348875)",,,2025-06-10,sold,151.0,"$14,900","$14,900",
2015.0,Mercedes,Benz,A-Class A45 AMG W176 Automatic Hatchback,Hatchback,5,2015-03,2015-06,WDD1760522J375729,CMI82N,NSW,"Sold Unregistered, Without Plates",,4,2,Petrol,Automatic - 4 Speed,104753,km,Grey,Black,Yes,No,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10601074/motor-vehicles-motor-cycles/2015-mercedes-benz-a-class-a45-amg-w176-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Engine light ON
Sunroof requires attention","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Satellite navigation system, Sunroof, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 486",,,2025-03-18,sold,149.0,"$20,000","$20,000",
2015.0,Mercedes,Benz,A-Class A45 AMG W176 Automatic Hatchback,Hatchback,5,2015-12,2016-01,WDD1760522J438057,CUL310,VIC,28-08-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2,Petrol,Automatic,156801,km,Black,Black Leather,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21046354/motor-vehicles-motor-cycles/2015-mercedes-benz-a-class-a45-amg-w176-automatic-hatchback,"Medium Scratch on rear passenger door, rear fender
Medium Dent on rear fender","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 164 (340767)",,,2025-03-31,sold,196.0,"$18,200","$18,200",
2016.0,Mercedes,Benz,A-Class A45 AMG W176 Automatic Hatchback,Hatchback,5,2016-05,2016-07,WDD1760522J491452,No plates,NSW,"Sold Unregistered, Without Plates",0.0,4,2,Petrol,Automatic,92606,km,Black,Black Leather,Yes,No,Yes,Contact Mercedes Benz Dealer for potential digital service history,Yes,VIC,https://www.grays.com/lot/0001-21053631/motor-vehicles-motor-cycles/2016-mercedes-benz-a-class-a45-amg-w176-automatic-hatchback,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Satellite navigation system, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1069c (354249)",,,2025-08-04,sold,101.0,"$29,200","$29,200",
2017.0,Mercedes,Benz,A-Class A45 AMG W176 Auto Hatchback (Complied 2018),Hatchback,5,2017-12,2018-02,WDD1760522J738545,CWB417,VIC,07-09-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2,Petrol,Automatic,105381,km,Grey,Black Leather,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21044923/motor-vehicles-motor-cycles/2017-mercedes-benz-a-class-a45-amg-w176-auto-hatchback-complied-2018,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Satellite Navigation System, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 4D (340217)",,,2025-03-12,sold,79.0,"$27,200","$27,200",
2019.0,Mercedes,Benz,A-Class A200 V177 Automatic Sedan,Sedan,5.0,2019-02,2019-05,WDD1771872W011268,No plates,VIC,"Sold Unregistered, Without Plates",0.0,4,1.3,Petrol,Automatic,"103907-Odometer discrepancy detected, see attached history report.",km,Black,Black Leather,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21057861/motor-vehicles-motor-cycles/2019-mercedes-benz-a-class-a200-v177-automatic-sedan,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Satellite Navigation System, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 368",,,,sold,146.0,17300.0,17300.0,
2011.0,Mercedes,Benz,C200 CDI BE W204 Turbo Diesel Automatic Sedan,Sedan,5,2011-03,2011-05,WDD2040012A544193,1KE4QS,VIC,21-04-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.1,Diesel,Automatic,137554,km,Silver,Black,Yes,No,No,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051789/motor-vehicles-motor-cycles/2011-mercedes-benz-c200-cdi-be-w204-turbo-diesel-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Engine light ON
Front Seat worn Drivers","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 439 (351260)",,,2025-07-07,sold,54.0,"$4,900","$4,900",
2012.0,Mercedes,Benz,C-Class W204 Turbo Diesel Automatic Sedan,Sedan,5.0,2012-02,2012-04,WDD2040012A693710,1DXN856,WA,28-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,4,2.1,Diesel,Automatic,187634,km,Black,Black Leather,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9064419/motor-vehicles-motor-cycles/2012-mercedes-benz-c-class-w204-turbo-diesel-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Paint fading Various location
Windscreen Chipped or Cracked.","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Sunroof, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 4A",,,,sold,43.0,5900.0,5900.0,
2009.0,Mercedes,Benz,C220 CDI Classic W204 Turbo Diesel Automatic Sedan,Sedan,5,2009-09,2009-11,WDD2040022A330317,,,"Sold Unregistered, Without Plates",2.0,4,2.1,Diesel,Automatic,206965,km,Black,Black Leather,Yes,No,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50515305/motor-vehicles-motor-cycles/2009-mercedes-benz-c220-cdi-classic-w204-turbo-diesel-automatic-sedan,"Airbag light ON
Door card Damaged.
Body/panel damage Rh rear quarter
Paint fading Multiple panels
Dents or marks on body consistent with age and kilometres.
Seat Torn Driver seat","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Sunroof, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-663 GV346311",,,2025-05-21,sold,31.0,"$1,609","$1,609",
2010.0,Mercedes,Benz,C220 CDI Classic W204 Turbo Diesel Automatic Sedan,Sedan,5,2010-04,2010-05,WDD2040022A395546,1DIV686,WA,30-08-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,4,2.1,Diesel,Automatic,152309,km,Dark Grey,Cream Leather,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9059002/motor-vehicles-motor-cycles/2010-mercedes-benz-c220-cdi-classic-w204-turbo-diesel-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Front passenger fender","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 32C",,,2025-04-30,sold,96.0,"$7,300","$7,300",
2010.0,Mercedes,Benz,C220 CDI Classic W204 Turbo Diesel Automatic Sedan,Sedan,5,2010-05,2010-06,WDD2040022A405683,XUC826,VIC,22-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.1,Diesel,Automatic,141209,km,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21053585/motor-vehicles-motor-cycles/2010-mercedes-benz-c220-cdi-classic-w204-turbo-diesel-automatic-sedan,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Satellite Navigation, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 786",,,2025-08-03,sold,74.0,"$5,100","$5,100",
2010.0,Mercedes,Benz,C220 CDI Classic W204 Turbo Diesel Automatic Sedan,Sedan,5.0,2010-07,2010-09,WDD2040022A433818,No plates,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2.1,Diesel,Automatic,285293,km,Grey,Black,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21051075/motor-vehicles-motor-cycles/2010-mercedes-benz-c220-cdi-classic-w204-turbo-diesel-automatic-sedan,"Seat Torn Drivers
Dents or marks on body consistent with age and kilometres.
Paint peeling Back bumper
Engine light ON
Medium Scratch on Rear passenger side and around the car
Front left parking lamp needs repair.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, 571, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 17 (348499)",,,2025-06-26,sold,13.0,"$1,209","$1,209",
