year,make,model,variant,body_type,no_of_seats,build_date,compliance_date,vin,rego_no,rego_state,rego_expiry,no_of_plates,no_of_cylinders,engine_capacity,fuel_type,transmission,odometer_reading,odometer_unit,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,features_list,bids,price,time_remaining_or_date_sold,referral_reason,status
2019.0,RAM,1500,LARAMIE Turbo Diesel AT - 8 Speed Dual Cab (WOVR-INSPECTED),Dual Cab Chassis,5.0,2019-07,2020-10,1C6RR7NM2KS668088,,,"Sold Unregistered, Without Plates",0.0,6.0,3,Diesel,Automatic - 8 Speed,85042,km,Black,Black Leather,Yes,No,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50517150/motor-vehicles-motor-cycles/2019-ram-1500-laramie-turbo-diesel-at-8-speed-dual-cab-wovr-inspected,Medium Scratch on LH Rear guard,"Air Conditioning, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Satellite Navigation System, Sunroof, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-475 GV360552",53.0,,,Medium Scratch on LH Rear guard,referred
2010.0,Volkswagen,Golf,118TSI Comfortline A6 Automatic Hatchback,Hatchback,5.0,2010-06,2010-08,WVWZZZ1KZBP004923,,,"Sold Unregistered, Without Plates",0.0,4.0,1.4,Premium Unleaded,Automatic,231259,km,White,Black,Yes,No,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50517155/motor-vehicles-motor-cycles/2010-volkswagen-golf-118tsi-comfortline-a6-automatic-hatchback,"Windscreen Chipped or Cracked.
Hood Lining Sagging
Dents or marks on body consistent with age and kilometres.
Large Scratch on LHR door and guard
Medium Scratch on LHF door
Seat Torn RHF","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-642 GV361499",42.0,,,"Windscreen Chipped or Cracked.
Hood Lining Sagging
Dents or marks on body consistent with age and kilometres.
Large Scratch on LHR door and guard
Medium Scratch on LHF door
Seat Torn RHF",referred
2012.0,BMW,1,Series 118i F20 Automatic - 8 Speed Hatchback,Hatchback,5.0,2012-03,2012-05,WBA1A32000J066023,,,"Sold Unregistered, Without Plates",0.0,4.0,1.6,Petrol,Automatic - 8 Speed,195062,km,White,Red Leather,Yes,No,Yes,No,Yes,QLD,https://www.grays.com/lot/0001-50517157/motor-vehicles-motor-cycles/2012-bmw-1-series-118i-f20-automatic-8-speed-hatchback,"Dents or marks on body consistent with age and kilometres.
Front Seat worn Both
Engine light ON
Large Dent on rhr bumper,
Engine Oil Leak
Paint cracked Rear bumper","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Satellite Navigation System, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-476 GV360701",59.0,,,"Dents or marks on body consistent with age and kilometres.
Front Seat worn Both
Engine light ON
Large Dent on rhr bumper,
Engine Oil Leak
Paint cracked Rear bumper",referred
2012.0,Infiniti,M37,M37 GT Y51 Automatic Sedan,Sedan,5.0,2012-06,2012-07,JN1BBAY51A0120003,,,"Sold Unregistered, Without Plates",2.0,6.0,3.7,Petrol,Automatic,152149,km,Silver,Black Leather,Yes,No,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50517158/motor-vehicles-motor-cycles/2012-infiniti-m37-m37-gt-y51-automatic-sedan,"Front Seat worn RH front
Medium Scuff on RH front bumper
Dents or marks on body consistent with age and kilometres.","Air Conditioning, CD Player, Central Locking, Climate Control, Driver Airbag, Electric Windows, Heated Front Seats, Leather Trim, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Satellite Navigation System, Sunroof, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-327 GV359713",40.0,,,"Front Seat worn RH front
Medium Scuff on RH front bumper
Dents or marks on body consistent with age and kilometres.",referred
2014.0,Volkswagen,Polo,66TSI TRENDLINE 6R AT Hatchback(WOVR-INSPECTED),Hatchback,5.0,2014-09,2014-11,WVWZZZ6RZFU030355,,,"Sold Unregistered, Without Plates",0.0,4.0,1.2,Petrol,Automatic,131160,km,Dark Grey,Black,Yes,No,No,No,Yes,QLD,https://www.grays.com/lot/0001-50517159/motor-vehicles-motor-cycles/2014-volkswagen-polo-66tsi-trendline-6r-at-hatchback-wovr-inspected,"Transmission Requires attention Strongly recommend inspection by qualified third party
Front Seat worn Drivers
Dents or marks on body consistent with age and kilometres.
Medium Dent on Roof","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-111 GV358973",46.0,,,"Transmission Requires attention Strongly recommend inspection by qualified third party
Front Seat worn Drivers
Dents or marks on body consistent with age and kilometres.
Medium Dent on Roof",referred
2012.0,BMW,X5,xDrive 40d SPORT E70 LCI TD AT - 8 Speed 7 Seats Wagon,Wagon,7.0,2012-06,2012-07,WBAZW620X00A90926,,,"Sold Unregistered, Without Plates",0.0,6.0,3,Diesel,Automatic - 8 Speed,213686,km,Dark Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50517160/motor-vehicles-motor-cycles/2012-bmw-x5-xdrive-40d-sport-e70-lci-td-at-8-speed-7-seats-wagon,"Engine noise observed.
Front Seat worn Both
Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.","Air Conditioning, Auto Control, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-115 GV359041",46.0,,,"Engine noise observed.
Front Seat worn Both
Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.",referred
2015.0,Kia,Sportage,Si Premium SL II Automatic Wagon,Wagon,5.0,2015-02,2015-05,U5YPC81BMEL635195,,,"Sold Unregistered, Without Plates",0.0,4.0,2,Petrol,Automatic,32753,km,Bronze,Black,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50517161/motor-vehicles-motor-cycles/2015-kia-sportage-si-premium-sl-ii-automatic-wagon,"Engine Oil Leak
Dents or marks on body consistent with age and kilometres.
Front Seat worn Both
Dash Torn or Cracked
Paint fading bonnet, roof, rear hatch,
Large Scuff on rhf bumper, lhr door, lhf bumper,","Air Conditioning, Auto Control, CD Player, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-549 GV361558",77.0,,,"Engine Oil Leak
Dents or marks on body consistent with age and kilometres.
Front Seat worn Both
Dash Torn or Cracked
Paint fading bonnet, roof, rear hatch,
Large Scuff on rhf bumper, lhr door, lhf bumper,",referred
2007.0,Mazda,RX8,Leather Sunroof Pack Automatic Coupe,Coupe,4.0,2007-09,2007-10,JM0FE103100105428,,,"Sold Unregistered, Without Plates",0.0,0.0,1.3,Petrol,Automatic,68444,km,Dark Grey,Black Leather,Yes,Yes,No,No,Yes,QLD,https://www.grays.com/lot/0001-50517162/motor-vehicles-motor-cycles/2007-mazda-rx8-leather-sunroof-pack-automatic-coupe,"Front Seat worn Both
Dents or marks on body consistent with age and kilometres.
Large Scuff on rhr guard,
Other Warning light ON","Air Conditioning, CD Player, Central Locking, Driver Airbag, Leather Trim, Power Steering, Sunroof, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-547 GV361553",61.0,,,"Front Seat worn Both
Dents or marks on body consistent with age and kilometres.
Large Scuff on rhr guard,
Other Warning light ON",referred
2008.0,Holden,Astra,CD AH Automatic Hatchback,Hatchback,5.0,2008-02,2008-05,W0L0AHL4888072866,,,"Sold Unregistered, Without Plates",0.0,4.0,1.8,Petrol,Automatic,263543,km,Silver,Grey,Yes,No,No,No,Yes,QLD,https://www.grays.com/lot/0001-50517165/motor-vehicles-motor-cycles/2008-holden-astra-cd-ah-automatic-hatchback,"Engine overheating, tow advisable.
Engine Oil Leak
Front Seat worn Both
Dents or marks on body consistent with age and kilometres.
Seat Torn Back
Paint peeling bonnet, roof,
Large Scuff on rhf bumper,
Door Mirror Broken rhf door,
Paint fading Roof","Air Conditioning, CD Player, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-662 GV361591",3.0,,,"Engine overheating, tow advisable.
Engine Oil Leak
Front Seat worn Both
Dents or marks on body consistent with age and kilometres.
Seat Torn Back
Paint peeling bonnet, roof,
Large Scuff on rhf bumper,
Door Mirror Broken rhf door,
Paint fading Roof",referred
2014.0,Land,Rover,Range Rover Sport 3.0 TDV6 SE L494 TD AT - 8 Speed Wagon,Wagon,5.0,2014-10,2014-11,SALWA2KE7EA503160,,,"Sold Unregistered, Without Plates",0.0,6.0,3,Diesel,Automatic - 8 Speed,149132,km,White,Black Leather,Yes,Yes,Yes,No,Yes,QLD,https://www.grays.com/lot/0001-50517166/motor-vehicles-motor-cycles/2014-land-rover-range-rover-sport-3-0-tdv6-se-l494-td-at-8-speed-wagon,"Dents or marks on body consistent with age and kilometres.
Large Scuff on lhf bumper
Front Seat worn Both and driver seat damaged","Air Conditioning, Auto Control, CD Player, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Satellite Navigation System, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-663 GV361576",160.0,,,"Dents or marks on body consistent with age and kilometres.
Large Scuff on lhf bumper
Front Seat worn Both and driver seat damaged",referred
2000.0,Lexus,LS,LS430 Automatic Sedan,Sedan,5.0,2000-10,2000-11,JTHBN30F600007338,,,"Sold Unregistered, Without Plates",2.0,8.0,4.3,Petrol,Automatic,239801,km,Black,Black Leather,Yes,No,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50713411/motor-vehicles-motor-cycles/2000-lexus-ls-ls430-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.","Air Conditioning, Climate Control, Driver Airbag, Electric Windows, Heated Front Seats, Leather Trim, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Sunroof, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-532 GV361211",41.0,,,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.",referred
2023.0,Volkswagen,Tiguan,R 5NA Automatic Wagon,Wagon,5.0,07/2023,10/2023,WVGZZZ5N5PW537374,,,"Sold Unregistered, Without Plates",2.0,4.0,2,Petrol,Automatic,18154,km,Black,Black Leather,Yes,Yes,Yes,No,Yes,QLD,https://www.grays.com/lot/0001-50713427/motor-vehicles-motor-cycles/2023-volkswagen-tiguan-r-5na-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Other Warning light ON","Air Conditioning, Auto Control, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Roof Rail, Satellite Navigation System, Sunroof, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-182 GV360043",168.0,,,"Dents or marks on body consistent with age and kilometres.
Other Warning light ON",referred
2018.0,Mazda,BT-50,4X4 XT Turbo Diesel Automatic Dual Cab,Dual Cab,5.0,2018-10,2018-11,MM0UR0YG100920245,,,"Sold Unregistered, Without Plates",0.0,5.0,3.2,Diesel,Automatic,190218,km,White,Black,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50713436/motor-vehicles-motor-cycles/2018-mazda-bt-50-4x4-xt-turbo-diesel-automatic-dual-cab,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Auto Control, Central Locking, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-569 GV360930",147.0,,,Dents or marks on body consistent with age and kilometres.,referred
2021.0,Toyota,Landcruiser,GXL VDJ79R TD MT Cab Chassis (RWC 13/10/2025),Cab Chassis,2.0,2021-11,2021-11,JTELV73J30B040018,,,"Sold Unregistered, Without Plates",2.0,8.0,4.5,Diesel,Manual,264770,km,Silver,Grey,Yes,No,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50713437/motor-vehicles-motor-cycles/2021-toyota-landcruiser-gxl-vdj79r-td-mt-cab-chassis-rwc-13-10-2025,Dents or marks on body consistent with age and kilometres,"Air Conditioning, Winch, Bull Bar, CD Player, Central Locking, Cruise Control, Driver Airbag, CB Radio, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Satellite Navigation System, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-600 GV361192",285.0,,,Dents or marks on body consistent with age and kilometres,referred
2012.0,BMW,X3,xDrive 20d F25 Turbo Diesel Automatic - 8 Speed Wagon,Wagon,5.0,2012-07,2012-09,WBAWY32090L687850,,,"Sold Unregistered, Without Plates",0.0,4.0,2,Diesel,Automatic - 8 Speed,170803,km,Black,Black Leather,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50713445/motor-vehicles-motor-cycles/2012-bmw-x3-xdrive-20d-f25-turbo-diesel-automatic-8-speed-wagon,"Driveline requires attention, recommend inspection by qualified third party
ABS light ON
Traction control light ON
Other Warning light ON
Medium Scratch on Bonnet, LH rear bumper
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Auto Control, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Satellite Navigation System, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-403 GV359977",9.0,,,"Driveline requires attention, recommend inspection by qualified third party
ABS light ON
Traction control light ON
Other Warning light ON
Medium Scratch on Bonnet, LH rear bumper
Dents or marks on body consistent with age and kilometres.",referred
2012.0,Nissan,Navara,4X4 ST-R D22 Turbo Diesel Manual Dual Cab,Dual Cab,5.0,2012-05,2012-06,MNTCPUD22A0014213,,,"Sold Unregistered, Without Plates",0.0,4.0,2.4,Diesel,Manual,217239,km,White,Grey,Yes,Yes,No,Partial,Yes,QLD,https://www.grays.com/lot/0001-50713450/motor-vehicles-motor-cycles/2012-nissan-navara-4x4-st-r-d22-turbo-diesel-manual-dual-cab,"Dents or marks on body consistent with age and kilometres.
Front Seat worn Both
Windscreen Chipped or Cracked.
Medium Dent on lh side of tail gate","Air Conditioning, Bluetooth Capability, Bull Bar, CD Player, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Roof Rack, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-445 GV360384",29.0,,,"Dents or marks on body consistent with age and kilometres.
Front Seat worn Both
Windscreen Chipped or Cracked.
Medium Dent on lh side of tail gate",referred
2017.0,Nissan,Navara,4X4 SL SERIES 2 Turbo Diesel Automatic Dual Cab,Dual Cab,5.0,2017-02,2017-07,MNTCB4D23A0028667,,,"Sold Unregistered, Without Plates",0.0,4.0,2.3,Diesel,Automatic,59797,km,White,Black,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50713451/motor-vehicles-motor-cycles/2017-nissan-navara-4x4-sl-series-2-turbo-diesel-automatic-dual-cab,"Damaged LH tail light
Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Other Warning light ON","Air Conditioning, Central Locking, Driver Airbag, Electric Windows, Power Steering, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-579 GV360971",114.0,,,"Damaged LH tail light
Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Other Warning light ON",referred
2020.0,Audi,Q7,50 TDI QUATTRO 4M Turbo Diesel Automatic WOVR-INSPECTED,Wagon,7.0,2020-10,2021-01,WAUZZZ4M4MD011206,,,"Sold Unregistered, Without Plates",2.0,6.0,3,Diesel,Automatic - 8 Speed,76195,km,Black,Black Leather,Yes,Yes,No,Partial,Yes,QLD,https://www.grays.com/lot/0001-50713452/motor-vehicles-motor-cycles/2020-audi-q7-50-tdi-quattro-4m-turbo-diesel-automatic-wovr-inspected,"Large Scuff on RHR door
Damaged LH rear bumper lights
Dents or marks on body consistent with age and kilometres.","Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Satellite Navigation System, Sunroof, Third Row Seat, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-502 GV360719",251.0,,,"Large Scuff on RHR door
Damaged LH rear bumper lights
Dents or marks on body consistent with age and kilometres.",referred
2020.0,Toyota,Tundra,Automatic Ute,,5.0,2020-10,2021-07,5TFDY5F10MX972167,,,"Sold Unregistered, Without Plates",0.0,8.0,5.7,Petrol,Automatic,172768,km,Grey,Black Leather,Yes,No,Yes,No,Yes,QLD,https://www.grays.com/lot/0001-50713455/motor-vehicles-motor-cycles/2020-toyota-tundra-automatic-ute,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Seat Torn Driver seat wear and tear
Door card Worn.
Medium Scratch on Bonnet and Lh rear guard","Air Conditioning, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric windows, Heated Front Seats, Leather Trim, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power steering, Reversing Camera, Sunroof, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-426 GV356883",95.0,,,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Seat Torn Driver seat wear and tear
Door card Worn.
Medium Scratch on Bonnet and Lh rear guard",referred
2010.0,Ford,Falcon,XR6 FG Automatic Sedan,Sedan,5.0,2010-05,2010-05,6FPAAAJGSWAJ30593,,,"Sold Unregistered, Without Plates",2.0,6.0,4,Petrol,Automatic,146911,km,Maroon,Black,Yes,No,No,No,Yes,QLD,https://www.grays.com/lot/0001-50713461/motor-vehicles-motor-cycles/2010-ford-falcon-xr6-fg-automatic-sedan,"Paint fading Various panels
Rear Cracked bumper.
Dents or marks on body consistent with age and kilometres.","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-591 GV361151",48.0,,,"Paint fading Various panels
Rear Cracked bumper.
Dents or marks on body consistent with age and kilometres.",referred
2020.0,Isuzu,D-MAX,4X4 SX Turbo Diesel Automatic Crew Cab Chassis,Crew Cab Chassis,5.0,2020-09,2020-11,MPATFS40JMT004412,,,"Sold Unregistered, Without Plates",0.0,4.0,3,Diesel,Automatic,205773,km,White,Grey,Yes,No,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50713463/motor-vehicles-motor-cycles/2020-isuzu-d-max-4x4-sx-turbo-diesel-automatic-crew-cab-chassis,"Steering requires attention.
Dents or marks on body consistent with age and kilometres.
Front Seat worn Both
Medium Dent on lhf guard,","Air Conditioning, Auto Control, Bull Bar, Central Locking, Driver Airbag, Hill Holder System, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-656 GV361570",146.0,,,"Steering requires attention.
Dents or marks on body consistent with age and kilometres.
Front Seat worn Both
Medium Dent on lhf guard,",referred
2012.0,Toyota,FJ,CRUISER 4X4 GSJ15R Automatic Wagon,Wagon,5.0,2012 - 09,2012 - 09,JTEBU11F30K151405,,,"Sold Unregistered, Without Plates",,6.0,4,Petrol,Automatic,279423,km,White,Multi,Yes,No,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049325/motor-vehicles-motor-cycles/2012-toyota-fj-cruiser-4x4-gsj15r-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, Bull Bar (ECB), CD Player, Central Locking, UHF radio, Cruise Control, Driver Airbag, Electric Windows, Light bar, MP3 Capability, Spotlights, Power Steering, Reverse camera, Roof Rack (ARB), Navigation, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 57",109.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
2014.0,Ford,Focus,Trend LW II Manual Hatchback,Hatchback,5.0,2014 - 08,2014 - 10,MPB1XXMXB1EB86305,,,"Sold Unregistered, Without Plates",,4.0,2,Petrol,Manual,176587,km,Red,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049338/motor-vehicles-motor-cycles/2014-ford-focus-trend-lw-ii-manual-hatchback,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 37",16.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
2014.0,Kia,Cerato,S YD Manual Hatchback,Hatchback,5.0,2014-04,Unable to locate,KNAFK516LF5254914,,,"Sold Unregistered, Without Plates",,4.0,1.8,Petrol,Manual,187528,km,Blue,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049339/motor-vehicles-motor-cycles/2014-kia-cerato-s-yd-manual-hatchback,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 10",22.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
2015.0,Mitsubishi,Triton,4X4 GLS MQ Turbo Diesel Automatic Dual Cab,Dual Cab Chassis,5.0,2015-11,2016-03,MMAJYKL10GH017558,,,"Sold Unregistered, Without Plates",,4.0,2.4,Diesel,Automatic,218125,km,Black,Multi,Yes,No,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049340/motor-vehicles-motor-cycles/2015-mitsubishi-triton-4x4-gls-mq-turbo-diesel-automatic-dual-cab,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, Bull Bar with spotlights, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Reversing Camera, Roof Racks, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 43",58.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
2004.0,Kia,Optima,"MS GD Automatic Sedan- 69,288 kms",Sedan,5.0,2004-04,2004-05,KNAGD228345338916,,,"Sold Unregistered, Without Plates",,6.0,2.7,Petrol,Automatic,69288,km,Champagne,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049341/motor-vehicles-motor-cycles/2004-kia-optima-ms-gd-automatic-sedan-69-288-kms,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, Power Steering, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 38",22.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
2001.0,Volkswagen,New,Beetle 2.0 A4 Automatic Hatchback,Hatchback,4.0,2001 - 01,2001 - 02,WVWZZZ9CZ1M626872,,,"Sold Unregistered, Without Plates",,4.0,2,Petrol,Automatic,205870,km,Navy Blue,Multi,Yes,No,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049350/motor-vehicles-motor-cycles/2001-volkswagen-new-beetle-2-0-a4-automatic-hatchback,"Airbag light ON
Engine noise observed.","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 capability, Power Steering, Crash Test Star Rating 4, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 17",3.0,,,"Airbag light ON
Engine noise observed.",referred
2016.0,Mercedes,Benz,Vito 119 BLUETEC SWB Turbo Diesel Automatic Van,Van,2.0,Unable to locate,2016-01,WDF44760123120457,,,"Sold Unregistered, Without Plates",,4.0,2.1,Diesel,Automatic,496530,km,Multi,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049351/motor-vehicles-motor-cycles/2016-mercedes-benz-vito-119-bluetec-swb-turbo-diesel-automatic-van,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Navigation, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 86",48.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
2012.0,Holden,Sportwagon,SV6 VE Automatic Wagon,Wagon,5.0,2012-07,2012-07,6G1EK8E32CL668902,,,"Sold Unregistered, Without Plates",,6.0,3.6,Petrol,Automatic,339235,km,Silver,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049354/motor-vehicles-motor-cycles/2012-holden-sportwagon-sv6-ve-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Park Distance Control Rear, Power Steering, Reverse camera, Navigation, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: U103",22.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
2007.0,Mitsubishi,380,DB Automatic Sedan,Sedan,5.0,2007 - 06,2007 - 06,6MMDB4D417T023939,,,"Sold Unregistered, Without Plates",,6.0,3.8,Petrol,Automatic,224511,km,White,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049355/motor-vehicles-motor-cycles/2007-mitsubishi-380-db-automatic-sedan,Engine noise observed.,"Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 26",7.0,,,Engine noise observed.,referred
