year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,bids,price,date_sold
2019,FORD,Escape,TREND AWD ZG,Wagon,Automatic,Diesel,118014,5.0,WF0AXXWPMAKY62491,DE00JS,Unregistered,4,2.0,White,Grey,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10910632/motor-vehicles-motor-cycles/2019-ford-escape-trend-awd-zg-turbo-diesel-automatic-wagon,Transmission Requires attention Strongly recommend inspection by qualified third party,2,"$7,009",30 March 2025
2004,FORD,Transit,VH,Cab Chassis,Manual,Diesel,198631,3.0,WF0AXXGBFA4B89122,No plates,Unregistered,4,2.4,Silver,Grey,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21045957/motor-vehicles-motor-cycles/2004-ford-transit-vh-turbo-diesel-manual-cab-chassis,"Dents or marks on body consistent with age and kilometres.
ABS light ON
Medium Dent on Drivers Door
Transmission Requires attention Strongly recommend inspection by qualified third party",42,"$2,700",30 March 2025
2009,MERCEDES,Benz,Vito 111CDI EXTRA LONG,Van,Manual,Diesel,253016,2.0,WDF63960523480090,ZSZ952,21-06-2025,4,2.1,White,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046039/motor-vehicles-motor-cycles/2009-mercedes-benz-vito-111cdi-extra-long-turbo-diesel-manual-van,"Medium Scuff on Front bumper
Dents or marks on body consistent with age and kilometres.
Light hail damage visible.
Airbag light ON",34,"$5,050",30 March 2025
2016,MERCEDES,Benz,V-CLASS V250 BLUETEC AVANTGA T D,People Mover,Automatic,Diesel,168896,7.0,WDF44781323169264,BTP179,04-11-2025,4,2.1,Navy Blue,Black,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21045945/motor-vehicles-motor-cycles/2016-mercedes-benz-v-class-v250-bluetec-avantga-td-at-7-seats-people-mover,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Rear tail gate",142,"$26,400",30 March 2025
2015,MERCEDES,Benz,ML350 BlueTEC W166,Wagon,Automatic,Diesel,162301,5.0,WDC1660242A587408,no plates,Unregistered,6,3.0,Silver,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046067/motor-vehicles-motor-cycles/2015-mercedes-benz-ml350-bluetec-w166-turbo-diesel-automatic-wagon,"Damaged Passenger side rear - cracked
Dents or marks on body consistent with age and kilometres.",1,"$15,009",30 March 2025
2013,MERCEDES,Benz,AMG ML350 BlueTEC W166,Wagon,Automatic,Diesel,167779,5.0,WDC1660242A263041,No Plates,Unregistered,6,3.0,White,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046197/motor-vehicles-motor-cycles/2013-mercedes-benz-amg-ml350-bluetec-w166-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Engine light ON",65,"$11,000",30 March 2025
2009,MERCEDES,Benz,ML 350 (4x4) W164,Wagon,Automatic,Petrol,170373,5.0,WDC1641862A539998,1RS4YM,14-04-2025,6,3.5,White,Black Leather,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21046028/motor-vehicles-motor-cycles/2009-mercedes-benz-ml-350-4x4-w164-automatic-wagon,Dents or marks on body consistent with age and kilometres.,39,"$5,301",30 March 2025
2017,MERCEDES,Benz,Sprinter 316 CDI LWB H ROOF,Van,Automatic,Diesel,266100,2.0,WDB9066352P536026,1KY4XP,24-01-2026,4,2.1,White,Black,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21046059/motor-vehicles-motor-cycles/2017-mercedes-benz-sprinter-316-cdi-lwb-h-roof-turbo-diesel-automatic-van,"Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.",128,"$26,200",30 March 2025
2001,MERCEDES,Benz,CLK320 Avantgarde C208,Coupe,Automatic,Petrol,124929,4.0,WDB2083652F187442,TZF746,24-04-2025,6,3.2,Blue,Beige Leather,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21045780/motor-vehicles-motor-cycles/2001-mercedes-benz-clk320-avantgarde-c208-automatic-coupe,"Dents or marks on body consistent with age and kilometres.
Odometer Inaccurate.
Paint peeling Around the car
Front Seat worn Drivers",13,"$1,209",30 March 2025
2012,BMW,X5,xDrive 30d E70 LCI TDiesel,Wagon,Automatic,Diesel,287919,7.0,WBAZW420200B63114,No plates,Unregistered,6,3.0,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50711508/motor-vehicles-motor-cycles/2012-bmw-x5-xdrive-30d-e70-lci-tdiesel-automatic-8-speed-7-seats-wagon,Dents or marks on body consistent with age and kilometres.,25,"$7,000",30 March 2025
2012,BMW,X5,xDrive 30d E70 LCI,Wagon,Automatic,Diesel,189110,5.0,WBAZW42000L798117,2BP3QC,07-06-2025,6,3.0,White,Black Leather,Yes,Yes,No,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046213/motor-vehicles-motor-cycles/2012-bmw-x5-xdrive-30d-e70-lci-turbo-diesel-automatic-8-speed-wagon,Dents or marks on body consistent with age and kilometres.,7,"$9,600",30 March 2025
2016,BMW,X3,xDrive 20d F25 M SPORT,Wagon,Automatic,Diesel,165167,5.0,WBAWZ520100T56707,AJM664,24/08/2025,4,2.0,Navy Blue,Beige,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046248/motor-vehicles-motor-cycles/2016-bmw-x3-xdrive-20d-f25-m-sport-turbo-diesel-automatic-8-speed-wagon,Dents or marks on body consistent with age and kilometres.,131,"$12,000",30 March 2025
2012,BMW,X3,xDrive 20i F25,Wagon,Automatic,Petrol,134945,5.0,WBAWX320000B25469,2CF3ZQ,12-09-2025,4,2.0,Brown,Beige Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046247/motor-vehicles-motor-cycles/2012-bmw-x3-xdrive-20i-f25-automatic-8-speed-wagon,Dents or marks on body consistent with age and kilometres.,84,"$6,900",30 March 2025
2006,BMW,3,20d E90,Sedan,Automatic,Diesel,336002,5.0,WBAVC36060NE62409,No plates,Unregistered,4,2.0,Gold,Cream Leather,Yes,Yes,No,No,Yes,WA,https://www.grays.com/lot/0001-9058261/motor-vehicles-motor-cycles/2006-bmw-3-20d-e90-turbo-diesel-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Paint peeling Various Panels",9,"$1,050",30 March 2025
2010,BMW,3,20d Lifestyle E90,Sedan,Automatic,Diesel,262969,5.0,WBAPP16090NM97167,YCC000,23-12-2025,4,2.0,Black,Beige Leather,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21046026/motor-vehicles-motor-cycles/2010-bmw-3-20d-lifestyle-e90-turbo-diesel-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Engine noise observed.
Engine light ON",16,"$1,325",30 March 2025
2009,BMW,3,Series 320i EXEC. E90,Sedan,Automatic,Petrol,172582,5.0,WBAPG56080NM21382,2BX4GM,08-01-2026,4,2.0,Grey,Cream Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046066/motor-vehicles-motor-cycles/2009-bmw-3-series-320i-exec-e90-automatic-sedan,Dents or marks on body consistent with age and kilometres.,24,"$2,509",30 March 2025
2011,BMW,3,Series 320i EXEC. E90,Sedan,Automatic,Petrol,123266,5.0,WBAPG56040NN55290,YOB250,31-05-2025,4,2.0,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046053/motor-vehicles-motor-cycles/2011-bmw-3-series-320i-exec-e90-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Engine Water Leak
Engine Smoke visible",23,"$1,509",30 March 2025
2008,BMW,X5,3.0d E70,Wagon,Automatic,Diesel,165304,5.0,WBAFF42050L172887,YZB417,30-07-2025,6,3.0,Grey,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046251/motor-vehicles-motor-cycles/2008-bmw-x5-3-0d-e70-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on RHF door",63,"$6,900",30 March 2025
2005,BMW,X5,3.0d E53,Wagon,Automatic,Diesel,276243,5.0,WBAFB72010LX14497,TYD347,02-03-2025,6,3.0,White,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046005/motor-vehicles-motor-cycles/2005-bmw-x5-3-0d-e53-turbo-diesel-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,39,"$2,700",30 March 2025
2014,TOYOTA,Hiace,Commuter KDH223R,Bus,Automatic,Diesel,55777,14.0,JTFST22P500021925,1DQ9CA,19-12-2025,4,3.0,White,Grey,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21046301/motor-vehicles-motor-cycles/2014-toyota-hiace-commuter-kdh223r-turbo-diesel-automatic-14-seats-bus,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Rear drivers",50,"$35,000",31 March 2025
2013,TOYOTA,Hiace,SLWB TRH221R Refrigerated,Van,Automatic,Petrol,268471,3.0,JTFPX22P700042141,1TF7XL,03-05-2025,4,2.7,White,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046371/motor-vehicles-motor-cycles/2013-toyota-hiace-slwb-trh221r-automatic-refrigerated-van,Dents or marks on body consistent with age and kilometres.,1,"$17,009",31 March 2025
2011,TOYOTA,Landcruiser,GX (4X4) VDJ79R,Cab Chassis,Manual,Diesel,298568,3.0,JTELV71J100020882,1XK1II,19-11-2025,8,4.5,White,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046470/motor-vehicles-motor-cycles/2011-toyota-landcruiser-gx-4x4-vdj79r-turbo-diesel-manual-cab-chassis,"Dents or marks on body consistent with age and kilometres..
Corrosion visible On the bullbar and the back of the car",124,"$27,300",31 March 2025
2004,TOYOTA,Landcruiser,Sahara (4x4) HDJ100R T D,Wagon,Automatic,Diesel,368197,8.0,JTEHC05J704021847,2AG7TL,07-05-2025,6,4.2,Black,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046262/motor-vehicles-motor-cycles/2004-toyota-landcruiser-sahara-4x4-hdj100r-t-d-auto-8-seats-wagon,"Front Seat worn Drivers seat, passenger seat
Dents or marks on body consistent with age and kilometres.",1,"$28,010",31 March 2025
2001,TOYOTA,Landcruiser,GXL (4x4) FZJ105R,Wagon,Automatic,Petrol,534122,7.0,JTECJ09J905502364,No Plates,Unregistered,6,4.5,Maroon,Grey,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21046265/motor-vehicles-motor-cycles/2001-toyota-landcruiser-gxl-4x4-fzj105r-automatic-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Around the car
Paint fading Around the car
Seats Removed
Corrosion visible Around the car
Front Seat worn Drivers",75,"$4,700",31 March 2025
2006,TOYOTA,Corolla,Ascent Seca ZZE123R,Hatchback,Automatic,Petrol,107733,5.0,JTDKR22E400281075,WMJ540,11/06/2025,4,1.8,White,Black,Yes,No,No,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046293/motor-vehicles-motor-cycles/2006-toyota-corolla-ascent-seca-zze123r-automatic-hatchback,"Damaged RH tail light chipped
Medium Scratch on LHF door, LHF quarter panel,
Seat Torn Drivers seat
Dents or marks on body consistent with age and kilometres.",44,"$4,400",31 March 2025
2005,TOYOTA,Prius,Hybrid NHW20R,Hatchback,CVT,Hybrid,291401,5.0,JTDKB20U203045957,TZC164,09-03-2025,4,1.5,Gold,Cream,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046279/motor-vehicles-motor-cycles/2005-toyota-prius-hybrid-nhw20r-cvt-hatchback,"Paint peeling On the hood roof and back of the car
Hail damage visible.
Dents or marks on body consistent with age and kilometres.",23,"$4,300",31 March 2025
2010,TOYOTA,Yaris,YR NCP90R,Hatchback,Automatic,Petrol,304172,5.0,JTDJW923605159994,XYV137,29-10-2025,4,1.3,White,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046324/motor-vehicles-motor-cycles/2010-toyota-yaris-yr-ncp90r-automatic-hatchback,"Front Seat worn Drivers seat
Large Dent on RHR quarter panel,
Dents or marks on body consistent with age and kilometres.
Large Scratch on Rear bar,front bar, quarter panel
Rear bar Cracked bumper.",29,"$2,309",31 March 2025
2006,TOYOTA,Yaris,YRS NCP93R,Sedan,Automatic,Petrol,293337,5.0,JTDBT923601053078,No plates,Unregistered,4,1.5,Light Blue,Black,Yes,Yes,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50514530/motor-vehicles-motor-cycles/2006-toyota-yaris-yrs-ncp93r-automatic-sedan,"Brakes require attention, Recommend towing on collection
Dents or marks on body consistent with age and kilometres.
Paint peeling Roof
Paint fading Rear Bumper, Both Side Mirrors",33,"$1,609",31 March 2025
2020,NISSAN,X-trail,TS 4WD T32 - THYME FLEET VEHICLE,Wagon,CVT,Diesel,107851,5.0,JN1TFNT32A0042478,No plates,Unregistered,4,2.0,Silver,Black,Yes,Yes,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50711536/motor-vehicles-motor-cycles/2020-nissan-x-trail-ts-4wd-t32-turbo-diesel-cvt-wagon-thyme-fleet-vehicle,Dents or marks on body consistent with age and kilometres.,53,"$15,500",31 March 2025
2008,MERCEDES,Benz,R320CDI L W251,Wagon,Automatic,Diesel,287883,5.0,WDC2511222A079914,WMA858,13-06-2025,6,3.0,Silver,Black Leather,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21045999/motor-vehicles-motor-cycles/2008-mercedes-benz-r320cdi-l-w251-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Right side of the front bumper by the front wheel
Paint peeling Rear left passenger door
Engine Smoke visible
Paint peeling Front bumper scrape",26,"$2,009",27 March 2025
2007,BMW,X5,3.0d E70,Wagon,Automatic,Diesel,277157,7.0,WBAFF42000LZ19537,WDB712,15-04-2025,6,3.0,Gold,Brown,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045973/motor-vehicles-motor-cycles/2007-bmw-x5-3-0d-e70-turbo-diesel-automatic-wagon-7-seats,"Dents or marks on body consistent with age and kilometres.
Front Seat worn Drivers",52,"$4,200",27 March 2025
2016,VOLVO,Xc60,D4 KINETIC,Wagon,Automatic,Diesel,128550,5.0,YV1DZA5A6H2067341,APZ029,13-10-2025,5,2.4,Black,Black Leather,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21045935/motor-vehicles-motor-cycles/2016-volvo-xc60-d4-kinetic-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.",138,"$10,209",27 March 2025
2013,HYUNDAI,I30,Premium GD,Hatchback,Automatic,Petrol,137098,5.0,KMHD351EMDU120040,1AM3YQ,23-01-2026,4,1.8,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045886/motor-vehicles-motor-cycles/2013-hyundai-i30-premium-gd-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.",114,"$8,300",27 March 2025
2018,BMW,5,Series 520i G30,Sedan,Automatic,Petrol,207162,5.0,WBAJA12090WC09125,BAQ296,14-06-2025,4,2.0,Black,Black Leather,Yes,Yes,No,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045759/motor-vehicles-motor-cycles/2018-bmw-5-series-520i-g30-automatic-8-speed-sedan,Dents or marks on body consistent with age and kilometres.,199,"$18,900",27 March 2025
2015,RENAULT,Megane,GT-LINE AutomaticHatchback,Hatchback,Automatic,Petrol,34027,5.0,VF1BZ3603F0716222,No Plates,Unregistered,4,1.2,White,Black,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21045972/motor-vehicles-motor-cycles/2015-renault-megane-gt-line-automatichatchback,"Dents or marks on body consistent with age and kilometres.
Body/panel damage Panel across vehicle
Large Dent on Panel
Medium Scuff on Passenger Side",40,"$3,109",27 March 2025
2016,FIAT,500,X POP STAR,Wagon,Automatic,Petrol,139070,5.0,ZFA3340000P451528,ANJ320,28-05-2025,4,1.4,Black,Grey,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21045944/motor-vehicles-motor-cycles/2016-fiat-500-x-pop-star-automatic-wagon,"Body/panel damage Front Driver side
Large Scuff on Rear driver side
Dents or marks on body consistent with age and kilometres.
Front Seat worn Drivers",76,"$5,111",27 March 2025
2001,TOYOTA,Landcruiser,GXV (4x4) HDJ100R,Wagon,Automatic,Diesel,461745,5.0,JTEHC05J004005151,IR8528,19-03-2025,6,4.2,Silver,Grey,Yes,No,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9058203/motor-vehicles-motor-cycles/2001-toyota-landcruiser-gxv-4x4-hdj100r-turbo-diesel-automatic-wagon,"Seat Torn Driver seat
Engine light ON
Door card Worn.
Lh rear bumper Cracked bumper.
Front Seat Stains Passenger seat
Paint fading Multiple panels
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Both Lh doors
Seats Removed",147,"$17,300",27 March 2025
2014,HYUNDAI,I40,Active VF,Sedan,Automatic,Petrol,170892,5.0,KMHLB41DMEU052070,1BL6SP,13-03-2025,4,2.0,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045954/motor-vehicles-motor-cycles/2014-hyundai-i40-active-vf-automatic-sedan,Dents or marks on body consistent with age and kilometres.,59,"$7,000",27 March 2025
2013,HOLDEN,Cruze,SRi JH,Hatchback,Manual,Petrol,87485,5.0,6G1PE6EN2EL921564,1EFT220,07-05-2025,4,1.6,Dark Grey,Black Leather,Yes,No,Yes,Yes,No,WA,https://www.grays.com/lot/0001-9058215/motor-vehicles-motor-cycles/2013-holden-cruze-sri-jh-manual-hatchback,Dents or marks on body consistent with age and kilometres.,27,"$1,709",27 March 2025
2008,NISSAN,Navara,ST-R (4x4) D22 Dual,Cab Chassis,Manual,Diesel,257291,5.0,JN1CPUD22A0022233,XRC026,27-05-2025,4,2.4,Black,Black,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21045985/motor-vehicles-motor-cycles/2008-nissan-navara-st-r-4x4-d22-turbo-diesel-manual-dual-cab,"Large Dent on Drivers door, RHR quarter panel, tailgate, LHR quarter panel
Large Scratch on RHR door, RHR quarter panel, tailgate.
Paint peeling LHF quarter panel
Seat Torn Drivers seat
Paint peeling Bonnet
Dents or marks on body consistent with age and kilometres.",26,"$2,109",27 March 2025
2018,INFINITI,Q50,3.0t SPORT PREMIUM V37,Sedan,Automatic,Petrol,123083,5.0,JN1BEAV37A0440015,DYY71L,26-05-2025,6,3.0,Grey,Black,Yes,Yes,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10347904/motor-vehicles-motor-cycles/2018-infiniti-q50-3-0t-sport-premium-v37-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Hail damage visible.",210,"$18,100",27 March 2025
2011,MITSUBISHI,Outlander,LS () ZH,Wagon,CVT,Petrol,99540,7.0,JMFXTCW5WCU000719,ZIE071,09-10-2025,4,2.4,Grey,Black,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21045987/motor-vehicles-motor-cycles/2011-mitsubishi-outlander-ls-7-seat-zh-cvt-7-seats-wagon,Dents or marks on body consistent with age and kilometres.,88,"$5,200",27 March 2025
2004,MITSUBISHI,Lancer,ES CH,Sedan,Automatic,Petrol,104727,5.0,JMFSRCS6A5U005182,no plates,Unregistered,4,2.0,Blue,Black,Yes,No,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21045960/motor-vehicles-motor-cycles/2004-mitsubishi-lancer-es-ch-automatic-sedan,"Body/panel damage Front passenger side
Large Scuff on Driver side rear
Dents or marks on body consistent with age and kilometres.",14,"$1,309",27 March 2025
2013,MAZDA,Cx-5,Grand Touring KE,Wagon,Automatic,Petrol,183220,5.0,JM0KE103100208300,1BH2NU,21-03-2025,4,2.5,Red,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045968/motor-vehicles-motor-cycles/2013-mazda-cx-5-grand-touring-ke-automatic-wagon,Dents or marks on body consistent with age and kilometres.,161,"$11,900",27 March 2025
2015,HONDA,Odyssey,VTi-L,People Mover,CVT,Petrol,138435,7.0,JHMRC1850FC201453,1EU6YO,25-06-2025,4,2.4,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045981/motor-vehicles-motor-cycles/2015-honda-odyssey-vti-l-cvt-7-seats-people-mover,"Dents or marks on body consistent with age and kilometres.
Large Scuff on Driver side panel
Medium Scratch on Rear",167,"$14,200",27 March 2025
2010,SUBARU,Outback,2.5i B5A,Wagon,CVT,Petrol,225540,5.0,JF2BR9K95BG021699,YST761,06-06-2025,4,2.5,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045950/motor-vehicles-motor-cycles/2010-subaru-outback-2-5i-b5a-cvt-wagon,Dents or marks on body consistent with age and kilometres.,32,"$2,909",27 March 2025
2001,HOLDEN,Commodore,S VX,Sedan,Automatic,Petrol,484000,5.0,6H8VXK69A1L742647,UCH889,06-04-2025,6,3.8,Silver,Black,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21045940/motor-vehicles-motor-cycles/2001-holden-commodore-s-vx-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Hood Lining Sagging
ABS light ON
Front Seat worn Drivers
Radio Missing",9,$709,27 March 2025
2004,HOLDEN,Berlina,VZ,Sedan,Automatic,Petrol,266378,5.0,6G1ZL54B35L367631,WGQ129,19-05-2025,6,3.6,Navy Blue,Black,Yes,No,No,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045970/motor-vehicles-motor-cycles/2004-holden-berlina-vz-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Airbag light ON
Engine idling rough
Corrosion visible On the hood roof and back of the car
Paint peeling On the hood roof and back of the car
Seat Torn Drivers seat",4,$209,27 March 2025
2005,HOLDEN,Commodore,Equipe VZ,Sedan,Automatic,Petrol,167257,5.0,6G1ZK52B85L476088,ZHL375,02-04-2025,6,3.6,White,Black,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21045978/motor-vehicles-motor-cycles/2005-holden-commodore-equipe-vz-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Front and rear bumper
Paint peeling Rear bumper
Large Scuff on Front bumper
Front bumper damage Cracked bumper.
Large Dent on Front drivers guard
Medium Scratch on Rear passenger side door and quarter panel",6,$509,27 March 2025
2011,HOLDEN,Comodore,Sportwagon SV6 VE,Wagon,Automatic,Petrol,212327,5.0,6G1EK8E36CL603745,YQE760,19-04-2025,6,3.6,Black,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045934/motor-vehicles-motor-cycles/2011-holden-sportwagon-sv6-ve-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Engine light ON
Engine noise observed.
Door Mirror Broken Passenger side
Medium Scuff on Rear bumper",33,"$2,500",27 March 2025
2011,HOLDEN,Commodore,SS VE,Wagon,Automatic,Petrol,333862,5.0,6G1EK8E24BL563140,1JQ2ML,17-02-2026,8,6.0,Silver,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045946/motor-vehicles-motor-cycles/2011-holden-commodore-ss-ve-automatic-wagon,"Engine light ON
Dents or marks on body consistent with age and kilometres.
Traction control light ON
Front Seat worn Drivers",91,"$7,700",27 March 2025
2009,HOLDEN,Commodore,Omega VE,Wagon,Automatic,Petrol,268079,5.0,6G1EK85709L315506,1XL2XZ,22-09-2025,6,3.6,Gold,Black,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21045966/motor-vehicles-motor-cycles/2009-holden-commodore-omega-ve-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Engine light ON",6,$409,27 March 2025
2008,FORD,Falcon,XT BF II,Wagon,Automatic,Petrol,286423,5.0,6FPAAAJGWA8B50437,1PR7ML,04-06-2025,6,4.0,White,Grey,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21045880/motor-vehicles-motor-cycles/2008-ford-falcon-xt-bf-ii-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Paint fading Panel",16,"$1,409",27 March 2025
2012,FORD,Territory,TX (RWD) SZ,Wagon,Automatic,Petrol,204993,5.0,6FPAAAJGATCL92686,ZPG842,11-05-2025,6,4.0,Black,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045977/motor-vehicles-motor-cycles/2012-ford-territory-tx-rwd-sz-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Carpet worn in places.",75,"$4,700",27 March 2025
2014,JEEP,Grand,Cherokee SRT-8 WK,Wagon,Automatic,Petrol,185731,5.0,1C4RJFHJ2EC343872,2BU8FR,09-01-2025,8,6.4,Grey,Black,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21045980/motor-vehicles-motor-cycles/2014-jeep-grand-cherokee-srt-8-wk-automatic-8-speed-wagon,"Dents or marks on body consistent with age and kilometres.
Engine idling rough
Dash Torn or Cracked",245,"$21,701",27 March 2025
2012,JEEP,Grand,Cherokee Laredo (4x4) WK,Wagon,Automatic,Diesel,287858,5.0,1C4RJFEM7CC235453,No plates,Unregistered,6,3.0,Black,Grey,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50514522/motor-vehicles-motor-cycles/2012-jeep-grand-cherokee-laredo-4x4-wk-turbo-diesel-automatic-wagon,"Door card Worn.
Front Seat Stains Both seats
Seat Torn Driver seat
Back Seat Stains.
Paint peeling Multiple panels
Medium Scratch on Lh front guard
Paint cracked Lh front bumper
Dents or marks on body consistent with age and kilometres.
Suspension requires attention",21,"$2,109",27 March 2025
2015,JEEP,Grand,Cherokee Laredo WK,Wagon,Automatic,Petrol,131629,5.0,1C4RJEEG9FC939338,1IQ7UQ,04-11-2025,6,3.6,Red,Black,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21045983/motor-vehicles-motor-cycles/2015-jeep-grand-cherokee-laredo-wk-automatic-8-speed-wagon,"Lifter/Top end ticking noise at idle.
Dents or marks on body consistent with age and kilometres.
Medium Dent on rear passenger door",82,"$8,600",27 March 2025
2000,VOLVO,V70,2.4 20V SE,Wagon,Automatic,Petrol,351319,5.0,YV1SW61P912055925,QMA343,24-11-2025,5,2.4,Gold,Beige Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045963/motor-vehicles-motor-cycles/2000-volvo-v70-2-4-20v-se-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Engine noise observed.
Paint fading Front bumper,right front side of the car and the mirror covers
Back Seat Scratches.
Front Seat Scratches Both front seats
Seat Torn Both front seats",1,$50,27 March 2025
2018,VOLKSWAGEN,Polo,85TSI COMFORTLINE AW,Hatchback,Manual,Petrol,132945,5.0,WVWZZZAWZJU067457,1MC6EF,30-04-2025,3,1.0,White,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045951/motor-vehicles-motor-cycles/2018-volkswagen-polo-85tsi-comfortline-aw-manual-hatchback,Dents or marks on body consistent with age and kilometres.,95,"$7,300",27 March 2025
