year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,bids,price,date_sold,odo_suspect,canonical_tag,canonical_reason,price_numeric,price_text,bids_numeric
2014,TOYOTA,Hiace,Commuter KDH223R,Bus,Automatic,Diesel,55777,14.0,JTFST22P500021925,1DQ9CA,19-12-2025,4,3.0,White,Grey,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21046301/motor-vehicles-motor-cycles/2014-toyota-hiace-commuter-kdh223r-turbo-diesel-automatic-14-seats-bus,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Rear drivers",50,35000,2025-03-31,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2007,TOYOTA,Corolla,Ascent ZRE152R,Hatchback,Manual,Petrol,211221,5.0,JTNKU52E301013821,DM36PZ,Unregistered,4,1.8,Black,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10347974/motor-vehicles-motor-cycles/2007-toyota-corolla-ascent-zre152r-manual-hatchback,"Dents or marks on body consistent with age and kilometres.
Hail damage visible.
Large Dent on Driver side front guard and door, passenger side front guard, passenger side rear door and quarter panel
Large Scratch on Front bumper bar
Door Mirror Broken Driver side
Clutch Requires attention",13,1109,2025-03-31,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2017,TOYOTA,Camry,Altise ASV50R,Sedan,Automatic,Petrol,101926,5.0,6T1BF3FK90X115494,2CF4SZ,17-06-2025,4,2.5,White,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046292/motor-vehicles-motor-cycles/2017-toyota-camry-altise-asv50r-automatic-sedan,Dents or marks on body consistent with age and kilometres.,160,14700,2025-03-31,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2012,TOYOTA,Corolla,Ascent ZRE152R,Sedan,Automatic,Petrol,278585,5.0,JTNBU56E50J102672,1GX6SS,15-04-2025,4,1.8,Silver,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046389/motor-vehicles-motor-cycles/2012-toyota-corolla-ascent-zre152r-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Large Dent on On the front bumper
Seat Torn Front passenger seat
Hail damage visible.",57,4809,2025-03-31,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2010,TOYOTA,Landcruiser,Workmate (4x4) VDJ79R T D,Cab Chassis,Manual,Diesel,216357,3.0,JTELV71J300019135,1DOV844,08-10-2025,8,4.5,White,Grey,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9058331/motor-vehicles-motor-cycles/2010-toyota-landcruiser-workmate-4x4-vdj79r-t-d-manual-cab-chassis,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Medium Scuff on Various panels
Medium Dent on Front left quarter
Paint fading Bull bar and accessories
Seat Torn driver",231,33200,2025-04-01,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2010,TOYOTA,Corolla,Ascent ZRE152R,Hatchback,Automatic,Petrol,355578,5.0,JTNKU58E701133127,BG22WX,30-07-2025,4,1.8,Grey,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10347995/motor-vehicles-motor-cycles/2010-toyota-corolla-ascent-zre152r-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Paint peeling Roof, bonnet
Windscreen Chipped or Cracked.",43,4100,2025-04-01,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2021,TOYOTA,Hilux,Workmate TGN121R,Cab Chassis,Automatic,Petrol,26732,2.0,MR0CX3CB704321910,BSG830,30-03-2025,4,2.7,White,Black,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21046416/motor-vehicles-motor-cycles/2021-toyota-hilux-workmate-tgn121r-automatic-cab-chassis,Dents or marks on body consistent with age and kilometres.,396,25200,2025-04-01,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2015,TOYOTA,Hilux,SR (4x4) KUN26R Dual,Cab Chassis,Automatic,Diesel,396216,5.0,MR0FZ22G701092614,No plates,Unregistered,4,3.0,White,Black,Yes,Yes,Yes,No,Yes,QLD,https://www.grays.com/lot/0001-50711457/motor-vehicles-motor-cycles/2015-toyota-hilux-sr-4x4-kun26r-turbo-diesel-automatic-dual-cab,Dents or marks on body consistent with age and kilometres.,138,16900,2025-04-01,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2004,TOYOTA,Camry,Altise ACV36R,Sedan,Automatic,Petrol,319848,5.0,6T153BK360X067807,UHI769,31-07-2025,4,2.4,Red,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046397/motor-vehicles-motor-cycles/2004-toyota-camry-altise-acv36r-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Large Scratch on Right side of the car
Paint fading On the roof
Paint peeling All around the car
Controls inoperable Drivers Power Window Requires Attention",12,1486,2025-04-01,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2002,TOYOTA,Camry,CSI SXV20R,Sedan,Manual,Petrol,253618,5.0,6T153SK200X095510,No plates,Unregistered,4,2.2,White,Grey,Yes,No,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50711547/motor-vehicles-motor-cycles/2002-toyota-camry-csi-sxv20r-manual-sedan,"Engine Oil Leak
Paint peeling In spots over vehicle
Dents or marks on body consistent with age and kilometres.
Hood Lining Sagging
Paint fading Over vehicle
Dents or marks on body consistent with age and kilometres.",14,809,2025-04-01,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2013,TOYOTA,86,GT ZN6,Coupe,Manual,Petrol,97789,4.0,JF1ZN6K81DG010880,1HZH714,22-05-2025,4,2.0,Red,Black,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9058326/motor-vehicles-motor-cycles/2013-toyota-86-gt-zn6-manual-coupe,"Glovebox Marks
Engine noise observed.
Dents or marks on body consistent with age and kilometres.",163,14100,2025-04-01,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2019,TOYOTA,Camry,ASCENT SPORT HYBRID AXVH71R,Sedan,CVT,Hybrid,132120,5.0,JTNB23HKX03035715,BY178V,20-05-2025,4,2.5,White,Grey,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9058334/motor-vehicles-motor-cycles/2019-toyota-camry-ascent-sport-hybrid-axvh71r-cvt-sedan,"Engine light ON
Other Warning light ON
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various panels
Front (disjointed) Cracked bumper.",150,19600,2025-04-01,0,toyota_camry_sedan_hybrid_auto_ascent_sport_fwd_2018_2023,[OK],,,
2017,TOYOTA,Landcruiser,Workmate (4x4) VDJ79R T D,Cab Chassis,Manual,Diesel,73599,2.0,JTELV71J807401927,1GKA622,17-07-2025,8,4.5,White,Grey,Yes,Yes,Yes,No,Yes,WA,https://www.grays.com/lot/0001-9058234/motor-vehicles-motor-cycles/2017-toyota-landcruiser-workmate-4x4-vdj79r-t-d-manual-cab-chassis,"Dents or marks on body consistent with age and kilometres.
Corrosion visible Engine bay
Seat Torn Drivers seat",165,35400,2025-04-01,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2005,TOYOTA,Yaris,YR NCP90R,Hatchback,Manual,Petrol,290922,5.0,JTDKW923500006041,1CDH933,15-07-2025,4,1.3,Silver,Grey,Yes,No,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9058380/motor-vehicles-motor-cycles/2005-toyota-yaris-yr-ncp90r-manual-hatchback,"Engine light ON
Engine idling rough
Engine lacks power
Dents or marks on body consistent with age and kilometres.
Paint fading Various panels
Medium Scuff on Various panels
Windscreen Chipped or Cracked.",15,1109,2025-04-02,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2012,TOYOTA,Fj,CRUISER GSJ15R,Wagon,Automatic,Petrol,117410,5.0,JTEBU11F50K137618,No plates,Unregistered,6,4.0,Blue,Black,Yes,Yes,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50514547/motor-vehicles-motor-cycles/2012-toyota-fj-cruiser-gsj15r-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Paint fading Bonnet",318,23800,2025-04-02,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2010,TOYOTA,Landcruiser,GXL VDJ200R,Wagon,Automatic,Diesel,496772,8.0,JTMHV09J804050105,BQ09PZ,Unregistered,8,4.5,White,Grey,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10910657/motor-vehicles-motor-cycles/2010-toyota-landcruiser-gxl-vdj200r-turbo-diesel-automatic-8-seats-wagon,"Medium Dent on Left front guard
Radio Not Working",126,25000,2025-04-02,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2011,TOYOTA,Rav,4 CV (2WD) ACA38R,Wagon,Automatic,Petrol,267519,5.0,JTMZD33V005194973,No plates,Unregistered,4,2.4,White,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60047544/motor-vehicles-motor-cycles/2011-toyota-rav-4-cv-2wd-aca38r-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,73,5300,2025-04-02,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2011,TOYOTA,Hilux,SR (4x4) KUN26R,Crew Cab Chassis,Manual,Diesel,186977,5.0,MR0FZ22G901051658,EWE22F,06-10-2025,4,3.0,Blue,Black,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10910654/motor-vehicles-motor-cycles/2011-toyota-hilux-sr-4x4-kun26r-turbo-diesel-manual-crew-cab-chassis,Dents or marks on body consistent with age and kilometres.,149,23101,2025-04-02,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2007,TOYOTA,Camry,Sportivo ACV40R,Sedan,Automatic,Petrol,298049,5.0,6T153BK400X035576,No plates,Unregistered,4,2.4,Silver,Grey,Yes,No,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50514563/motor-vehicles-motor-cycles/2007-toyota-camry-sportivo-acv40r-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.
Suspension requires attention",19,1809,2025-04-02,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2007,TOYOTA,Aurion,Sportivo SX6 GSV40R,Sedan,Automatic,Petrol,405834,5.0,6T153KK400X300363,1MU3GA,29-03-2025,6,3.5,White,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046494/motor-vehicles-motor-cycles/2007-toyota-aurion-sportivo-sx6-gsv40r-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.
Paint peeling On the spoiler
Windscreen Chipped or Cracked.",31,2409,2025-04-02,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2013,TOYOTA,Landcruiser,Prado GXL KDJ150R,Wagon,Automatic,Diesel,177204,7.0,JTEBH3FJ40K104901,CNM67L,Unregistered,4,3.0,Silver,Grey,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10910682/motor-vehicles-motor-cycles/2013-toyota-landcruiser-prado-gxl-kdj150r-turbo-diesel-auto-7-seats-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,2,27109,2025-04-02,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2011,TOYOTA,Corolla,Ascent ZRE152R,Hatchback,Automatic,Petrol,284715,5.0,JTNKU56E901169324,1IOH558,25-04-2025,4,1.8,Grey,Grey,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9058343/motor-vehicles-motor-cycles/2011-toyota-corolla-ascent-zre152r-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Front Cracked bumper.
Paint fading Various panels
Medium Scuff on Various panels
Large Scuff on Left door panels",44,3699,2025-04-02,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2012,TOYOTA,Rav,4 CV 2WD ACA38R,Wagon,Automatic,Petrol,148746,5.0,JTMZD33V305235418,No plates,Unregistered,4,2.4,Grey,Black,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21046453/motor-vehicles-motor-cycles/2012-toyota-rav-4-cv-2wd-aca38r-automatic-wagon,"Paint fading Tailgate spoiler
Engine noise observed.
Medium Scratch on Front bar,
Front bar Cracked bumper.",36,3950,2025-04-03,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
1992,TOYOTA,Landcruiser,GXL (4x4) FZJ80,Wagon,Manual,Petrol,431630,8.0,JT711UJ8008000690,No plates,Unregistered,6,4.5,Red,Grey,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21046683/motor-vehicles-motor-cycles/1992-toyota-landcruiser-gxl-4x4-fzj80-manual-8-seats-wagon,"Large Scuff on Side panel
Paint fading Roof / bonnet
Corrosion visible Panel
Dents or marks on body consistent with age and kilometres.
Engine Smoke visible",55,3400,2025-04-06,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
1999,TOYOTA,Landcruiser,RV (4x4) FZJ105R,Wagon,Automatic,Petrol,314373,5.0,JT711UJA509013904,BW08PI,Unregistered,6,4.5,White,Grey,Yes,Yes,No,No,Yes,NSW,https://www.grays.com/lot/0001-10348040/motor-vehicles-motor-cycles/1999-toyota-landcruiser-rv-4x4-fzj105r-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Corrosion visible Rear of roof, doors, bonnet, front guards, numerous locations
Airbag light ON
Seats Removed
Seat Torn Drivers seat
Engine Smoke visible",22,4600,2025-04-06,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2001,TOYOTA,Corolla,Ascent Seca AE112R,Hatchback,Manual,Petrol,128476,5.0,JT764AEB200073543,1QR2WN,08-02-2025,4,1.8,White,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046532/motor-vehicles-motor-cycles/2001-toyota-corolla-ascent-seca-ae112r-manual-hatchback,"Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.
Corrosion visible Panel
Paint cracked Panel
Paint fading Panel",20,1909,2025-04-06,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
1999,TOYOTA,Echo,NCP12R,Sedan,Manual,Petrol,231009,5.0,JTDBT133300016799,WHZ223,Unregistered,4,1.5,Dark Blue,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046647/motor-vehicles-motor-cycles/1999-toyota-echo-ncp12r-manual-sedan,"Dents or marks on body consistent with age and kilometres.
Paint fading Rear bumper
Medium Dent on Bonnet",17,1009,2025-04-06,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2007,TOYOTA,Kluger,Grande (FWD) GSU40R,Wagon,Automatic,Petrol,258657,7.0,JTEDS42A602023436,No plates,Unregistered,6,3.5,Silver,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046672/motor-vehicles-motor-cycles/2007-toyota-kluger-grande-fwd-gsu40r-automatic-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Body/panel damage Front driver side bumper",56,4009,2025-04-06,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2007,TOYOTA,Hiace,LWB TRH201R,Van,Manual,Petrol,227624,3.0,JTFHX02P700029088,EGE28S,Unregistered,4,2.7,White,Grey,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10348037/motor-vehicles-motor-cycles/2007-toyota-hiace-lwb-trh201r-manual-van,"Dents or marks on body consistent with age and kilometres.
Corrosion visible Roof area
Large Dent on Tailgate and numerous other locations
Engine idling rough
Engine light ON
Seat Torn Drivers seat
Flat Battery. Jump start or towing required
Clutch Requires attention
Driveline requires attention, recommend inspection by qualified third party",3,7000,2025-04-06,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2009,TOYOTA,Corolla,Ascent ZRE152R,Sedan,Manual,Petrol,104032,5.0,JTNBU52EX0J043088,No Plates,Unregistered,4,1.8,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046583/motor-vehicles-motor-cycles/2009-toyota-corolla-ascent-zre152r-manual-sedan,"Dents or marks on body consistent with age and kilometres.
Body/panel damage Front end damage bumper and drivers side
Body/panel damage Holes in front bumper
Medium Scratch on Rear bumper",40,3909,2025-04-06,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2007,TOYOTA,Aurion,Sportivo SX6 GSV40R,Sedan,Automatic,Petrol,364060,5.0,6T153KK400X281766,USO157,04-07-2025,6,3.5,Silver,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046620/motor-vehicles-motor-cycles/2007-toyota-aurion-sportivo-sx6-gsv40r-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Body/ Panel Damage/ Medium Scratch - Rear bumper
Paint peeling On the spoiler
Belt / Pulley noise
Interior: Carpet Torn in Drivers Footwell",52,3410,2025-04-06,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2017,TOYOTA,Camry,ATARA S HYBRID AVV50R,Sedan,CVT,Hybrid,113055,5.0,6T1BD3FK20X156894,No Plates,Unregistered,4,2.5,Grey,Black,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21046540/motor-vehicles-motor-cycles/2017-toyota-camry-atara-s-hybrid-avv50r-cvt-sedan,Dents or marks on body consistent with age and kilometres.,170,15500,2025-04-06,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2012,TOYOTA,Camry,Hybrid H AVV50R,Sedan,CVT,Hybrid,161277,5.0,6T1BD3FK90X128820,No plates,Unregistered,4,2.5,White,Grey,Yes,No,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50711578/motor-vehicles-motor-cycles/2012-toyota-camry-hybrid-h-avv50r-cvt-sedan,Dents or marks on body consistent with age and kilometres,141,9700,2025-04-06,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2006,TOYOTA,Corolla,Ascent ZZE123R,Sedan,Automatic,Petrol,175217,5.0,JTDBR22E200266090,1XS6JQ,06-06-2025,4,1.8,Silver,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046634/motor-vehicles-motor-cycles/2006-toyota-corolla-ascent-zze123r-automatic-sedan,Dents or marks on body consistent with age and kilometres.,54,4209,2025-04-06,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2015,TOYOTA,Camry,ALTISE HYBRID AVV50R,Sedan,CVT,Hybrid,172314,5.0,6T1BD3FK40X143452,No plates,Unregistered,4,2.5,White,Black,Yes,No,No,No,Yes,QLD,https://www.grays.com/lot/0001-50711588/motor-vehicles-motor-cycles/2015-toyota-camry-altise-hybrid-avv50r-cvt-sedan,"Engine idling rough
Paint fading In spots around vehicle
Front bumper Cracked bumper.
Engine light ON
Steering requires attention.
Engine lacks power
Engine noise observed.",64,6009,2025-04-06,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2011,TOYOTA,Yaris,YRS NCP93R,Sedan,Manual,Petrol,220817,5.0,JTDBT903301415919,YQR024,07-04-2025,4,1.5,Blue,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046729/motor-vehicles-motor-cycles/2011-toyota-yaris-yrs-ncp93r-manual-sedan,"Dents or marks on body consistent with age and kilometres.
Engine noise observed.
Large Scratch on rear bumper",22,1509,2025-04-07,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2006,TOYOTA,Yaris,YRS NCP91R,Hatchback,Manual,Petrol,245430,5.0,JTDJT923305079867,1PO7EI,24-05-2025,4,1.5,Silver,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046744/motor-vehicles-motor-cycles/2006-toyota-yaris-yrs-ncp91r-manual-hatchback,Dents or marks on body consistent with age and kilometres.,22,1909,2025-04-07,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2014,TOYOTA,Yaris,YRS NCP131R,Hatchback,Manual,Petrol,170684,5.0,JTDKT3D300D596810,No plates,Unregistered,4,1.5,Silver,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60047566/motor-vehicles-motor-cycles/2014-toyota-yaris-yrs-ncp131r-manual-hatchback,Please refer to the photos or arrange inspection to view the condition of this vehicle.,8,3700,2025-04-07,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2010,TOYOTA,Hiace,LWB KDH201R,Van,Manual,Diesel,262191,3.0,JTFHT02P800063987,YBS546,30-11-2025,4,3.0,White,Black,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21046689/motor-vehicles-motor-cycles/2010-toyota-hiace-lwb-kdh201r-turbo-diesel-manual-van,"Medium Dent on Front Driver side
Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.
Body/panel damage Rear passenger side
Large Dent on Both sides of vehicle panel",79,5900,2025-04-07,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2016,TOYOTA,Camry,ATARA S HYBRID AVV50R,Sedan,CVT,Hybrid,155821,5.0,6T1BD3FK60X151486,No plates,Unregistered,4,2.5,Silver,Black,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21046543/motor-vehicles-motor-cycles/2016-toyota-camry-atara-s-hybrid-avv50r-cvt-sedan,Dents or marks on body consistent with age and kilometres.,203,16600,2025-04-07,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2017,TOYOTA,Camry,Altise ASV50R,Sedan,Automatic,Petrol,145500,5.0,6T1BF3FK60X109653,CL19MI,Unregistered,4,2.5,White,Black,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10348102/motor-vehicles-motor-cycles/2017-toyota-camry-altise-asv50r-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Front Cracked bumper.",108,12500,2025-04-07,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
1995,TOYOTA,Landcruiser,GXL (4x4) FZJ80,Wagon,Automatic,Petrol,367370,5.0,JT711UJ8008020731,No plates,Unregistered,6,4.5,Black,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046790/motor-vehicles-motor-cycles/1995-toyota-landcruiser-gxl-4x4-fzj80-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Body/panel damage Rear bumper
Damaged Passenger side
Large Scuff on Front driver side
Paint fading Around the car
Paint peeling Around the car
Seat Torn Drivers",41,2509,2025-04-08,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
1998,TOYOTA,Rav,4 (4x4) SXA10R,Wagon,Automatic,Petrol,294916,4.0,JT771SC1000199186,QUF254,03-05-2025,4,2.0,White,Multi,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21046803/motor-vehicles-motor-cycles/1998-toyota-rav-4-4x4-sxa10r-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Corrosion visible Left side door
Medium Dent on Front passenger side and paint peeling
Radio Missing",28,1709,2025-04-08,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2007,TOYOTA,Yaris,YRS NCP91R,Hatchback,Automatic,Petrol,210258,5.0,JTDJT923205132915,No plates,Unregistered,4,1.5,Black,Black,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10348162/motor-vehicles-motor-cycles/2007-toyota-yaris-yrs-ncp91r-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Front and rear Cracked bumper.
Door Mirror Broken Passenger side
Large Dent on Passenger side front guard
Flat Battery. Jump start or towing required",17,1609,2025-04-08,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2005,TOYOTA,Yaris,YR NCP90R,Hatchback,Automatic,Petrol,422228,5.0,JTDJW923605008315,1ZC8AP,22-07-2025,4,1.3,Blue,Black,Yes,Yes,No,Yes,Yes,VIC,https://www.grays.com/lot/0001-21046588/motor-vehicles-motor-cycles/2005-toyota-yaris-yr-ncp90r-automatic-hatchback,"Front bar Cracked bumper.
Body/panel damage LHF quarter panel, LH door, front bar.
Large Scratch on RH door, front bar, rear bar, LHR quarter panel
Paint peeling Entire car.
Windscreen Chipped or Cracked.
Large Dent on Front bumper",15,1020,2025-04-08,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2015,TOYOTA,Landcruiser,Prado GX (4x4) GDJ150R,Wagon,Manual,Diesel,346421,5.0,JTEBR3FJ80K005804,BM33173,12-10-2025,4,2.8,White,Grey,Yes,No,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9058464/motor-vehicles-motor-cycles/2015-toyota-landcruiser-prado-gx-4x4-gdj150r-turbo-diesel-manual-wagon,"Glovebox Marks
Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.",117,11300,2025-04-08,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
2004,TOYOTA,Kluger,Grande (4x4),Wagon,Automatic,Petrol,442131,7.0,JTEEP21A700029043,1BPL152,23-05-2025,6,3.3,Silver,Beige Leather,Yes,No,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9058437/motor-vehicles-motor-cycles/2004-toyota-kluger-grande-4x4-automatic-7-seats-wagon,"Airbag light ON
Dents or marks on body consistent with age and kilometres.
Medium Scuff on Various panels",22,1809,2025-04-08,0,UNCLASSIFIED,[OUT_OF_SCOPE],,,
